SessionN,StimuliID,RT,Correct,Conf.Resp,Condition,SubjectId
2,279,734,no,s,control,Subject19
2,219,676,no,s,control,Subject19
2,219,676,no,s,control,Subject19
2,243,1422,yes,s,control,Subject19
2,243,1422,yes,s,control,Subject19
2,241,2749,no,s,control,Subject19
2,241,2749,no,s,control,Subject19
2,292,1411,yes,l,control,Subject19
2,292,1411,yes,l,control,Subject19
2,265,1406,no,l,control,Subject19
2,265,1406,no,l,control,Subject19
2,284,1836,yes,l,control,Subject19
2,284,1836,yes,l,control,Subject19
2,250,799,yes,l,control,Subject19
2,250,799,yes,l,control,Subject19
2,258,1535,no,s,control,Subject19
2,258,1535,no,s,control,Subject19
2,237,1061,yes,s,control,Subject19
2,237,1061,yes,s,control,Subject19
2,320,1189,no,l,control,Subject19
2,320,1189,no,l,control,Subject19
2,222,827,yes,l,control,Subject19
2,222,827,yes,l,control,Subject19
2,299,954,no,l,control,Subject19
2,299,954,no,l,control,Subject19
2,224,1158,yes,l,control,Subject19
2,224,1158,yes,l,control,Subject19
2,307,3553,no,l,control,Subject19
2,307,3553,no,l,control,Subject19
2,218,727,no,s,control,Subject19
2,218,727,no,s,control,Subject19
2,270,1339,no,s,control,Subject19
2,270,1339,no,s,control,Subject19
2,288,1162,yes,s,control,Subject19
2,288,1162,yes,s,control,Subject19
2,278,1003,yes,l,control,Subject19
2,278,1003,yes,l,control,Subject19
2,242,1185,yes,l,control,Subject19
2,242,1185,yes,l,control,Subject19
2,236,1351,no,s,control,Subject19
2,236,1351,no,s,control,Subject19
2,273,816,no,l,control,Subject19
2,273,816,no,l,control,Subject19
2,314,1010,yes,l,control,Subject19
2,314,1010,yes,l,control,Subject19
2,246,1560,yes,l,control,Subject19
2,246,1560,yes,l,control,Subject19
2,319,1486,no,l,control,Subject19
2,319,1486,no,l,control,Subject19
2,274,1496,yes,l,control,Subject19
2,274,1496,yes,l,control,Subject19
2,283,1467,no,s,control,Subject19
2,283,1467,no,s,control,Subject19
2,225,1498,no,s,control,Subject19
2,225,1498,no,s,control,Subject19
2,232,2231,no,l,control,Subject19
2,232,2231,no,l,control,Subject19
2,318,1240,no,s,control,Subject19
2,318,1240,no,s,control,Subject19
2,257,1948,no,s,control,Subject19
2,257,1948,no,s,control,Subject19
2,294,1642,no,s,control,Subject19
2,294,1642,no,s,control,Subject19
2,235,2889,no,s,control,Subject19
2,235,2889,no,s,control,Subject19
2,277,965,yes,l,control,Subject19
2,277,965,yes,l,control,Subject19
2,256,3312,no,s,control,Subject19
2,256,3312,no,s,control,Subject19
2,245,1045,yes,s,control,Subject19
2,245,1045,yes,s,control,Subject19
2,312,762,no,l,control,Subject19
2,312,762,no,l,control,Subject19
2,317,798,yes,l,control,Subject19
2,317,798,yes,l,control,Subject19
2,313,796,yes,s,control,Subject19
2,313,796,yes,s,control,Subject19
2,229,1230,no,s,control,Subject19
2,229,1230,no,s,control,Subject19
2,238,932,no,s,control,Subject19
2,238,932,no,s,control,Subject19
2,266,2010,yes,s,control,Subject19
2,266,2010,yes,s,control,Subject19
2,282,1269,yes,l,control,Subject19
2,282,1269,yes,l,control,Subject19
2,247,541,yes,l,control,Subject19
2,247,541,yes,l,control,Subject19
2,311,378,no,s,control,Subject19
2,311,378,no,s,control,Subject19
2,323,587,no,s,control,Subject19
2,323,587,no,s,control,Subject19
2,231,686,yes,s,control,Subject19
2,231,686,yes,s,control,Subject19
2,304,597,no,s,control,Subject19
2,304,597,no,s,control,Subject19
2,305,608,no,l,control,Subject19
2,305,608,no,l,control,Subject19
2,324,603,no,s,control,Subject19
2,324,603,no,s,control,Subject19
2,276,351,no,s,control,Subject19
2,276,351,no,s,control,Subject19
2,217,466,yes,s,control,Subject19
2,217,466,yes,s,control,Subject19
2,262,605,no,l,control,Subject19
2,262,605,no,l,control,Subject19
2,285,1319,yes,l,control,Subject19
2,285,1319,yes,l,control,Subject19
2,293,1411,yes,s,control,Subject19
2,293,1411,yes,s,control,Subject19
2,298,1308,yes,s,control,Subject19
2,298,1308,yes,s,control,Subject19
2,296,1038,no,s,control,Subject19
2,296,1038,no,s,control,Subject19
2,308,737,yes,l,control,Subject19
2,308,737,yes,l,control,Subject19
2,228,507,no,s,control,Subject19
2,228,507,no,s,control,Subject19
2,301,1906,yes,s,control,Subject19
2,301,1906,yes,s,control,Subject19
2,259,431,yes,s,control,Subject19
2,259,431,yes,s,control,Subject19
2,248,615,no,s,control,Subject19
2,248,615,no,s,control,Subject19
2,275,934,no,l,control,Subject19
2,275,934,no,l,control,Subject19
2,306,1396,yes,s,control,Subject19
2,306,1396,yes,s,control,Subject19
2,261,827,yes,s,control,Subject19
2,261,827,yes,s,control,Subject19
2,286,1692,no,s,control,Subject19
2,286,1692,no,s,control,Subject19
2,310,1753,no,s,control,Subject19
2,310,1753,no,s,control,Subject19
2,239,1218,no,s,control,Subject19
2,239,1218,no,s,control,Subject19
2,249,986,no,s,control,Subject19
2,249,986,no,s,control,Subject19
2,220,741,no,s,control,Subject19
2,220,741,no,s,control,Subject19
2,281,854,no,l,control,Subject19
2,281,854,no,l,control,Subject19
2,240,447,yes,s,control,Subject19
2,240,447,yes,s,control,Subject19
2,227,989,no,l,control,Subject19
2,227,989,no,l,control,Subject19
2,269,1551,yes,s,control,Subject19
2,269,1551,yes,s,control,Subject19
2,253,969,yes,s,control,Subject19
2,253,969,yes,s,control,Subject19
2,309,939,no,l,control,Subject19
2,309,939,no,l,control,Subject19
2,291,1441,no,l,control,Subject19
2,291,1441,no,l,control,Subject19
2,300,967,no,s,control,Subject19
2,300,967,no,s,control,Subject19
2,280,1178,yes,l,control,Subject19
2,280,1178,yes,l,control,Subject19
2,223,894,yes,s,control,Subject19
2,223,894,yes,s,control,Subject19
2,316,912,no,s,control,Subject19
2,316,912,no,s,control,Subject19
1,279,2136,yes,s,control,Subject19
1,279,2136,yes,s,control,Subject19
1,243,939,yes,s,control,Subject19
1,243,939,yes,s,control,Subject19
1,248,1036,yes,s,control,Subject19
1,248,1036,yes,s,control,Subject19
1,293,908,yes,l,control,Subject19
1,293,908,yes,l,control,Subject19
1,277,NA,no,s,control,Subject19
1,277,NA,no,s,control,Subject19
1,301,1176,yes,s,control,Subject19
1,301,1176,yes,s,control,Subject19
1,316,861,yes,l,control,Subject19
1,316,861,yes,l,control,Subject19
1,310,736,no,l,control,Subject19
1,310,736,no,l,control,Subject19
1,274,447,no,l,control,Subject19
1,274,447,no,l,control,Subject19
1,217,780,yes,l,control,Subject19
1,217,780,yes,l,control,Subject19
1,240,326,no,s,control,Subject19
1,240,326,no,s,control,Subject19
1,231,1028,yes,s,control,Subject19
1,231,1028,yes,s,control,Subject19
1,276,496,no,l,control,Subject19
1,276,496,no,l,control,Subject19
1,280,583,no,s,control,Subject19
1,280,583,no,s,control,Subject19
2,272,NA,no,s,control,Subject19
2,272,NA,no,s,control,Subject19
2,315,1594,no,s,control,Subject19
2,315,1594,no,s,control,Subject19
2,226,2261,no,s,control,Subject19
2,226,2261,no,s,control,Subject19
1,275,284,yes,s,control,Subject19
1,275,284,yes,s,control,Subject19
1,267,587,yes,s,control,Subject19
1,267,587,yes,s,control,Subject19
1,239,236,yes,s,control,Subject19
1,239,236,yes,s,control,Subject19
1,226,551,no,s,control,Subject19
1,226,551,no,s,control,Subject19
1,315,570,yes,s,control,Subject19
1,315,570,yes,s,control,Subject19
1,302,750,no,l,control,Subject19
1,302,750,no,l,control,Subject19
1,270,805,no,s,control,Subject19
1,270,805,no,s,control,Subject19
1,314,347,no,s,control,Subject19
1,314,347,no,s,control,Subject19
1,292,377,yes,s,control,Subject19
1,292,377,yes,s,control,Subject19
1,225,498,yes,s,control,Subject19
1,225,498,yes,s,control,Subject19
1,313,590,no,l,control,Subject19
1,313,590,no,l,control,Subject19
1,281,458,yes,l,control,Subject19
1,281,458,yes,l,control,Subject19
1,303,296,yes,l,control,Subject19
1,303,296,yes,l,control,Subject19
1,229,473,yes,s,control,Subject19
1,229,473,yes,s,control,Subject19
1,228,895,yes,s,control,Subject19
1,228,895,yes,s,control,Subject19
1,241,633,yes,s,control,Subject19
1,241,633,yes,s,control,Subject19
1,264,348,no,s,control,Subject19
1,264,348,no,s,control,Subject19
1,272,100,no,l,control,Subject19
1,272,100,no,l,control,Subject19
1,297,529,no,s,control,Subject19
1,297,529,no,s,control,Subject19
1,291,1894,yes,l,control,Subject19
1,291,1894,yes,l,control,Subject19
1,259,745,no,s,control,Subject19
1,259,745,no,s,control,Subject19
1,308,607,no,s,control,Subject19
1,308,607,no,s,control,Subject19
1,296,439,yes,s,control,Subject19
1,296,439,yes,s,control,Subject19
1,306,879,yes,l,control,Subject19
1,306,879,yes,l,control,Subject19
1,318,100,no,l,control,Subject19
1,318,100,no,l,control,Subject19
1,235,81,yes,s,control,Subject19
1,235,81,yes,s,control,Subject19
1,299,319,no,s,control,Subject19
1,299,319,no,s,control,Subject19
1,257,764,yes,s,control,Subject19
1,257,764,yes,s,control,Subject19
1,300,819,yes,s,control,Subject19
1,300,819,yes,s,control,Subject19
1,284,384,no,l,control,Subject19
1,284,384,no,l,control,Subject19
1,218,63,no,l,control,Subject19
1,218,63,no,l,control,Subject19
1,312,332,yes,s,control,Subject19
1,312,332,yes,s,control,Subject19
1,269,308,no,l,control,Subject19
1,269,308,no,l,control,Subject19
1,242,1252,yes,s,control,Subject19
1,242,1252,yes,s,control,Subject19
1,268,753,yes,l,control,Subject19
1,268,753,yes,l,control,Subject19
1,298,554,yes,l,control,Subject19
1,298,554,yes,l,control,Subject19
1,227,687,no,l,control,Subject19
1,227,687,no,l,control,Subject19
1,287,683,no,s,control,Subject19
1,287,683,no,s,control,Subject19
1,256,1013,no,s,control,Subject19
1,256,1013,no,s,control,Subject19
1,321,367,yes,s,control,Subject19
1,321,367,yes,s,control,Subject19
1,233,292,no,s,control,Subject19
1,233,292,no,s,control,Subject19
1,220,2114,yes,l,control,Subject19
1,220,2114,yes,l,control,Subject19
1,320,NA,no,l,control,Subject19
1,320,NA,no,l,control,Subject19
1,252,1821,no,s,control,Subject19
1,252,1821,no,s,control,Subject19
1,221,1856,yes,s,control,Subject19
1,221,1856,yes,s,control,Subject19
1,322,1284,yes,l,control,Subject19
1,322,1284,yes,l,control,Subject19
1,263,2804,no,l,control,Subject19
1,263,2804,no,l,control,Subject19
1,285,959,yes,s,control,Subject19
1,285,959,yes,s,control,Subject19
1,238,1900,no,l,control,Subject19
1,238,1900,no,l,control,Subject19
1,295,1282,no,l,control,Subject19
1,295,1282,no,l,control,Subject19
1,307,1607,yes,l,control,Subject19
1,307,1607,yes,l,control,Subject19
1,247,2703,yes,s,control,Subject19
1,247,2703,yes,s,control,Subject19
1,224,2522,yes,l,control,Subject19
1,224,2522,yes,l,control,Subject19
1,305,476,yes,s,control,Subject19
1,305,476,yes,s,control,Subject19
1,236,413,yes,l,control,Subject19
1,236,413,yes,l,control,Subject19
1,324,532,yes,s,control,Subject19
1,324,532,yes,s,control,Subject19
1,245,849,yes,s,control,Subject19
1,245,849,yes,s,control,Subject19
1,219,374,no,l,control,Subject19
1,219,374,no,l,control,Subject19
1,244,417,no,l,control,Subject19
1,244,417,no,l,control,Subject19
1,273,358,yes,l,control,Subject19
1,273,358,yes,l,control,Subject19
1,251,159,yes,l,control,Subject19
1,251,159,yes,l,control,Subject19
1,223,235,yes,s,control,Subject19
1,223,235,yes,s,control,Subject19
1,222,397,yes,l,control,Subject19
1,222,397,yes,l,control,Subject19
1,232,503,yes,l,control,Subject19
1,232,503,yes,l,control,Subject19
1,271,345,yes,l,control,Subject19
1,271,345,yes,l,control,Subject19
1,317,352,yes,l,control,Subject19
1,317,352,yes,l,control,Subject19
1,288,891,no,l,control,Subject19
1,288,891,no,l,control,Subject19
1,258,2291,yes,s,control,Subject19
1,258,2291,yes,s,control,Subject19
1,282,1402,no,s,control,Subject19
1,282,1402,no,s,control,Subject19
1,260,995,no,l,control,Subject19
1,260,995,no,l,control,Subject19
1,309,1952,yes,l,control,Subject19
1,309,1952,yes,l,control,Subject19
1,283,1773,yes,s,control,Subject19
1,283,1773,yes,s,control,Subject19
1,234,691,yes,s,control,Subject19
1,234,691,yes,s,control,Subject19
1,246,1518,no,s,control,Subject19
1,246,1518,no,s,control,Subject19
1,250,2782,yes,l,control,Subject19
1,250,2782,yes,l,control,Subject19
1,230,798,no,l,control,Subject19
1,230,798,no,l,control,Subject19
1,294,1114,no,s,control,Subject19
1,294,1114,no,s,control,Subject19
1,278,1502,yes,l,control,Subject19
1,278,1502,yes,l,control,Subject19
1,58,785,yes,s,natural,Subject20
1,58,785,yes,s,natural,Subject20
2,20,1038,no,l,natural,Subject20
2,20,1038,no,l,natural,Subject20
1,50,1975,no,l,natural,Subject20
1,50,1975,no,l,natural,Subject20
2,98,1768,no,l,natural,Subject20
2,98,1768,no,l,natural,Subject20
1,8,903,yes,s,natural,Subject20
1,8,903,yes,s,natural,Subject20
1,12,1007,yes,s,natural,Subject20
1,12,1007,yes,s,natural,Subject20
1,47,513,no,s,natural,Subject20
1,47,513,no,s,natural,Subject20
1,88,632,yes,l,natural,Subject20
1,88,632,yes,l,natural,Subject20
1,82,317,no,l,natural,Subject20
1,82,317,no,l,natural,Subject20
1,45,653,no,l,natural,Subject20
1,45,653,no,l,natural,Subject20
1,17,958,no,l,natural,Subject20
1,17,958,no,l,natural,Subject20
1,46,1038,yes,s,natural,Subject20
1,46,1038,yes,s,natural,Subject20
1,70,358,yes,l,natural,Subject20
1,70,358,yes,l,natural,Subject20
2,48,834,yes,l,natural,Subject20
2,48,834,yes,l,natural,Subject20
1,64,1196,yes,l,natural,Subject20
1,64,1196,yes,l,natural,Subject20
2,26,818,no,l,natural,Subject20
2,26,818,no,l,natural,Subject20
2,21,1070,no,l,natural,Subject20
2,21,1070,no,l,natural,Subject20
2,45,957,no,l,natural,Subject20
2,45,957,no,l,natural,Subject20
2,95,1009,no,l,natural,Subject20
2,95,1009,no,l,natural,Subject20
2,99,1411,yes,l,natural,Subject20
2,99,1411,yes,l,natural,Subject20
2,100,1466,yes,l,natural,Subject20
2,100,1466,yes,l,natural,Subject20
2,101,2072,no,l,natural,Subject20
2,101,2072,no,l,natural,Subject20
2,91,434,yes,l,natural,Subject20
2,91,434,yes,l,natural,Subject20
2,77,869,no,l,natural,Subject20
2,77,869,no,l,natural,Subject20
2,71,318,yes,l,natural,Subject20
2,71,318,yes,l,natural,Subject20
2,65,1394,yes,l,natural,Subject20
2,65,1394,yes,l,natural,Subject20
2,43,563,yes,l,natural,Subject20
2,43,563,yes,l,natural,Subject20
2,34,1249,yes,l,natural,Subject20
2,34,1249,yes,l,natural,Subject20
2,74,944,yes,l,natural,Subject20
2,74,944,yes,l,natural,Subject20
2,41,688,yes,l,natural,Subject20
2,41,688,yes,l,natural,Subject20
2,5,614,yes,l,natural,Subject20
2,5,614,yes,l,natural,Subject20
2,59,1673,yes,l,natural,Subject20
2,59,1673,yes,l,natural,Subject20
2,63,729,yes,l,natural,Subject20
2,63,729,yes,l,natural,Subject20
2,82,631,yes,l,natural,Subject20
2,82,631,yes,l,natural,Subject20
2,12,299,yes,l,natural,Subject20
2,12,299,yes,l,natural,Subject20
2,78,1455,yes,l,natural,Subject20
2,78,1455,yes,l,natural,Subject20
2,32,1874,yes,l,natural,Subject20
2,32,1874,yes,l,natural,Subject20
2,97,2374,no,s,natural,Subject20
2,97,2374,no,s,natural,Subject20
2,52,777,no,l,natural,Subject20
2,52,777,no,l,natural,Subject20
2,90,249,no,l,natural,Subject20
2,90,249,no,l,natural,Subject20
2,57,3562,no,l,natural,Subject20
2,57,3562,no,l,natural,Subject20
2,50,344,no,l,natural,Subject20
2,50,344,no,l,natural,Subject20
2,35,1982,yes,l,natural,Subject20
2,35,1982,yes,l,natural,Subject20
2,85,1466,yes,l,natural,Subject20
2,85,1466,yes,l,natural,Subject20
2,10,733,no,l,natural,Subject20
2,10,733,no,l,natural,Subject20
2,84,991,yes,l,natural,Subject20
2,84,991,yes,l,natural,Subject20
2,36,913,no,l,natural,Subject20
2,36,913,no,l,natural,Subject20
2,60,1011,no,l,natural,Subject20
2,60,1011,no,l,natural,Subject20
2,75,1277,no,l,natural,Subject20
2,75,1277,no,l,natural,Subject20
2,6,1872,no,l,natural,Subject20
2,6,1872,no,l,natural,Subject20
2,72,438,no,l,natural,Subject20
2,72,438,no,l,natural,Subject20
2,16,543,no,l,natural,Subject20
2,16,543,no,l,natural,Subject20
2,107,1007,no,l,natural,Subject20
2,107,1007,no,l,natural,Subject20
2,94,553,no,l,natural,Subject20
2,94,553,no,l,natural,Subject20
2,55,1810,yes,l,natural,Subject20
2,55,1810,yes,l,natural,Subject20
1,53,998,yes,l,natural,Subject20
1,53,998,yes,l,natural,Subject20
1,30,633,no,l,natural,Subject20
1,30,633,no,l,natural,Subject20
1,84,313,no,l,natural,Subject20
1,84,313,no,l,natural,Subject20
1,19,291,yes,l,natural,Subject20
1,19,291,yes,l,natural,Subject20
1,14,77,yes,l,natural,Subject20
1,14,77,yes,l,natural,Subject20
1,102,406,no,l,natural,Subject20
1,102,406,no,l,natural,Subject20
1,48,343,yes,l,natural,Subject20
1,48,343,yes,l,natural,Subject20
1,100,638,yes,l,natural,Subject20
1,100,638,yes,l,natural,Subject20
1,18,354,no,l,natural,Subject20
1,18,354,no,l,natural,Subject20
1,92,640,yes,l,natural,Subject20
1,92,640,yes,l,natural,Subject20
1,15,450,no,l,natural,Subject20
1,15,450,no,l,natural,Subject20
1,60,456,no,l,natural,Subject20
1,60,456,no,l,natural,Subject20
1,41,465,yes,l,natural,Subject20
1,41,465,yes,l,natural,Subject20
2,67,461,yes,l,natural,Subject20
2,67,461,yes,l,natural,Subject20
2,53,726,yes,l,natural,Subject20
2,53,726,yes,l,natural,Subject20
2,54,2419,yes,l,natural,Subject20
2,54,2419,yes,l,natural,Subject20
2,89,380,yes,l,natural,Subject20
2,89,380,yes,l,natural,Subject20
2,47,347,no,l,natural,Subject20
2,47,347,no,l,natural,Subject20
2,4,1948,no,l,natural,Subject20
2,4,1948,no,l,natural,Subject20
2,46,1045,yes,l,natural,Subject20
2,46,1045,yes,l,natural,Subject20
2,56,238,no,l,natural,Subject20
2,56,238,no,l,natural,Subject20
2,64,1260,no,l,natural,Subject20
2,64,1260,no,l,natural,Subject20
2,103,730,yes,l,natural,Subject20
2,103,730,yes,l,natural,Subject20
2,23,539,no,l,natural,Subject20
2,23,539,no,l,natural,Subject20
1,3,2536,yes,l,natural,Subject20
1,3,2536,yes,l,natural,Subject20
1,55,732,no,s,natural,Subject20
1,55,732,no,s,natural,Subject20
1,105,784,yes,s,natural,Subject20
1,105,784,yes,s,natural,Subject20
1,74,1235,no,s,natural,Subject20
1,74,1235,no,s,natural,Subject20
1,7,1351,no,s,natural,Subject20
1,7,1351,no,s,natural,Subject20
1,61,1490,yes,s,natural,Subject20
1,61,1490,yes,s,natural,Subject20
1,73,1240,no,s,natural,Subject20
1,73,1240,no,s,natural,Subject20
1,68,1668,yes,l,natural,Subject20
1,68,1668,yes,l,natural,Subject20
1,96,1750,no,l,natural,Subject20
1,96,1750,no,l,natural,Subject20
1,22,1531,no,s,natural,Subject20
1,22,1531,no,s,natural,Subject20
1,67,1754,no,l,natural,Subject20
1,67,1754,no,l,natural,Subject20
1,90,1120,yes,l,natural,Subject20
1,90,1120,yes,l,natural,Subject20
1,5,1816,no,l,natural,Subject20
1,5,1816,no,l,natural,Subject20
1,63,532,yes,s,natural,Subject20
1,63,532,yes,s,natural,Subject20
1,85,1872,yes,l,natural,Subject20
1,85,1872,yes,l,natural,Subject20
2,31,923,yes,s,natural,Subject20
2,31,923,yes,s,natural,Subject20
2,42,794,no,s,natural,Subject20
2,42,794,no,s,natural,Subject20
2,27,2970,yes,l,natural,Subject20
2,27,2970,yes,l,natural,Subject20
2,69,1481,yes,s,natural,Subject20
2,69,1481,yes,s,natural,Subject20
2,86,1121,yes,l,natural,Subject20
2,86,1121,yes,l,natural,Subject20
2,105,1348,yes,l,natural,Subject20
2,105,1348,yes,l,natural,Subject20
2,19,1265,yes,l,natural,Subject20
2,19,1265,yes,l,natural,Subject20
2,14,2351,yes,l,natural,Subject20
2,14,2351,yes,l,natural,Subject20
2,68,1715,yes,l,natural,Subject20
2,68,1715,yes,l,natural,Subject20
2,22,924,yes,l,natural,Subject20
2,22,924,yes,l,natural,Subject20
2,7,2476,no,l,natural,Subject20
2,7,2476,no,l,natural,Subject20
2,33,696,no,l,natural,Subject20
2,33,696,no,l,natural,Subject20
2,24,670,yes,l,natural,Subject20
2,24,670,yes,l,natural,Subject20
2,9,1169,yes,l,natural,Subject20
2,9,1169,yes,l,natural,Subject20
2,28,710,no,l,natural,Subject20
2,28,710,no,l,natural,Subject20
2,92,450,yes,l,natural,Subject20
2,92,450,yes,l,natural,Subject20
2,11,629,yes,s,natural,Subject20
2,11,629,yes,s,natural,Subject20
2,25,793,no,s,natural,Subject20
2,25,793,no,s,natural,Subject20
2,79,736,yes,s,natural,Subject20
2,79,736,yes,s,natural,Subject20
2,49,906,no,l,natural,Subject20
2,49,906,no,l,natural,Subject20
2,87,978,no,s,natural,Subject20
2,87,978,no,s,natural,Subject20
2,96,459,yes,s,natural,Subject20
2,96,459,yes,s,natural,Subject20
2,93,341,yes,s,natural,Subject20
2,93,341,yes,s,natural,Subject20
2,3,627,no,l,natural,Subject20
2,3,627,no,l,natural,Subject20
2,76,1873,no,l,natural,Subject20
2,76,1873,no,l,natural,Subject20
2,88,941,yes,l,natural,Subject20
2,88,941,yes,l,natural,Subject20
2,70,203,yes,l,natural,Subject20
2,70,203,yes,l,natural,Subject20
2,106,993,no,l,natural,Subject20
2,106,993,no,l,natural,Subject20
1,69,1019,no,l,natural,Subject20
1,69,1019,no,l,natural,Subject20
1,25,878,yes,l,natural,Subject20
1,25,878,yes,l,natural,Subject20
1,27,792,yes,l,natural,Subject20
1,27,792,yes,l,natural,Subject20
1,39,812,no,l,natural,Subject20
1,39,812,no,l,natural,Subject20
1,57,1111,yes,l,natural,Subject20
1,57,1111,yes,l,natural,Subject20
1,23,535,no,l,natural,Subject20
1,23,535,no,l,natural,Subject20
1,52,369,no,l,natural,Subject20
1,52,369,no,l,natural,Subject20
1,76,450,no,l,natural,Subject20
1,76,450,no,l,natural,Subject20
1,66,594,yes,l,natural,Subject20
1,66,594,yes,l,natural,Subject20
1,83,744,no,l,natural,Subject20
1,83,744,no,l,natural,Subject20
1,108,1134,no,l,natural,Subject20
1,108,1134,no,l,natural,Subject20
1,97,440,no,l,natural,Subject20
1,97,440,no,l,natural,Subject20
1,51,774,yes,l,natural,Subject20
1,51,774,yes,l,natural,Subject20
1,35,645,no,l,natural,Subject20
1,35,645,no,l,natural,Subject20
2,29,950,yes,l,natural,Subject20
2,29,950,yes,l,natural,Subject20
2,66,1394,yes,l,natural,Subject20
2,66,1394,yes,l,natural,Subject20
1,81,352,yes,l,natural,Subject20
1,81,352,yes,l,natural,Subject20
1,94,333,no,l,natural,Subject20
1,94,333,no,l,natural,Subject20
1,42,670,yes,l,natural,Subject20
1,42,670,yes,l,natural,Subject20
1,80,772,yes,l,natural,Subject20
1,80,772,yes,l,natural,Subject20
1,28,816,yes,l,natural,Subject20
1,28,816,yes,l,natural,Subject20
1,59,920,yes,l,natural,Subject20
1,59,920,yes,l,natural,Subject20
1,21,935,yes,l,natural,Subject20
1,21,935,yes,l,natural,Subject20
1,75,1373,no,s,natural,Subject20
1,75,1373,no,s,natural,Subject20
1,49,1340,yes,l,natural,Subject20
1,49,1340,yes,l,natural,Subject20
1,26,334,no,l,natural,Subject20
1,26,334,no,l,natural,Subject20
1,29,1022,yes,l,natural,Subject20
1,29,1022,yes,l,natural,Subject20
1,101,451,no,l,natural,Subject20
1,101,451,no,l,natural,Subject20
1,71,371,yes,l,natural,Subject20
1,71,371,yes,l,natural,Subject20
1,54,279,yes,l,natural,Subject20
1,54,279,yes,l,natural,Subject20
1,4,578,no,l,natural,Subject20
1,4,578,no,l,natural,Subject20
1,38,427,yes,l,natural,Subject20
1,38,427,yes,l,natural,Subject20
1,10,525,yes,l,natural,Subject20
1,10,525,yes,l,natural,Subject20
1,56,1281,no,l,natural,Subject20
1,56,1281,no,l,natural,Subject20
1,99,1156,no,l,natural,Subject20
1,99,1156,no,l,natural,Subject20
1,43,1172,yes,l,natural,Subject20
1,43,1172,yes,l,natural,Subject20
1,11,460,yes,l,natural,Subject20
1,11,460,yes,l,natural,Subject20
1,34,702,yes,l,natural,Subject20
1,34,702,yes,l,natural,Subject20
1,9,630,no,l,natural,Subject20
1,9,630,no,l,natural,Subject20
1,16,847,yes,l,natural,Subject20
1,16,847,yes,l,natural,Subject20
1,24,268,yes,l,natural,Subject20
1,24,268,yes,l,natural,Subject20
1,95,474,yes,l,natural,Subject20
1,95,474,yes,l,natural,Subject20
1,6,660,yes,l,natural,Subject20
1,6,660,yes,l,natural,Subject20
1,36,521,no,l,natural,Subject20
1,36,521,no,l,natural,Subject20
1,79,1125,yes,l,natural,Subject20
1,79,1125,yes,l,natural,Subject20
1,1,820,yes,l,natural,Subject20
1,1,820,yes,l,natural,Subject20
1,13,352,no,s,natural,Subject20
1,13,352,no,s,natural,Subject20
1,2,1290,yes,l,natural,Subject20
1,2,1290,yes,l,natural,Subject20
1,91,634,yes,l,natural,Subject20
1,91,634,yes,l,natural,Subject20
1,107,787,no,l,natural,Subject20
1,107,787,no,l,natural,Subject20
1,40,909,yes,l,natural,Subject20
1,40,909,yes,l,natural,Subject20
1,106,378,yes,l,natural,Subject20
1,106,378,yes,l,natural,Subject20
1,32,487,no,l,natural,Subject20
1,32,487,no,l,natural,Subject20
1,104,622,yes,l,natural,Subject20
1,104,622,yes,l,natural,Subject20
1,37,478,yes,l,natural,Subject20
1,37,478,yes,l,natural,Subject20
2,17,612,yes,s,natural,Subject20
2,17,612,yes,s,natural,Subject20
2,44,563,yes,l,natural,Subject20
2,44,563,yes,l,natural,Subject20
2,2,313,yes,l,natural,Subject20
2,2,313,yes,l,natural,Subject20
2,18,963,no,l,natural,Subject20
2,18,963,no,l,natural,Subject20
2,51,574,no,l,natural,Subject20
2,51,574,no,l,natural,Subject20
2,8,739,no,l,natural,Subject20
2,8,739,no,l,natural,Subject20
2,80,1262,yes,l,natural,Subject20
2,80,1262,yes,l,natural,Subject20
2,30,572,yes,l,natural,Subject20
2,30,572,yes,l,natural,Subject20
2,62,507,no,l,natural,Subject20
2,62,507,no,l,natural,Subject20
2,37,494,yes,l,natural,Subject20
2,37,494,yes,l,natural,Subject20
2,40,442,no,l,natural,Subject20
2,40,442,no,l,natural,Subject20
2,83,935,no,l,natural,Subject20
2,83,935,no,l,natural,Subject20
1,77,1646,yes,l,natural,Subject20
1,77,1646,yes,l,natural,Subject20
1,87,1492,yes,l,natural,Subject20
1,87,1492,yes,l,natural,Subject20
1,62,882,no,l,natural,Subject20
1,62,882,no,l,natural,Subject20
2,73,710,no,l,natural,Subject20
2,73,710,no,l,natural,Subject20
2,58,825,yes,l,natural,Subject20
2,58,825,yes,l,natural,Subject20
2,1,625,yes,l,natural,Subject20
2,1,625,yes,l,natural,Subject20
2,81,632,yes,l,natural,Subject20
2,81,632,yes,l,natural,Subject20
2,13,431,no,l,natural,Subject20
2,13,431,no,l,natural,Subject20
2,38,383,yes,l,natural,Subject20
2,38,383,yes,l,natural,Subject20
2,104,736,yes,l,natural,Subject20
2,104,736,yes,l,natural,Subject20
2,39,547,yes,l,natural,Subject20
2,39,547,yes,l,natural,Subject20
2,61,624,no,l,natural,Subject20
2,61,624,no,l,natural,Subject20
2,108,498,yes,l,natural,Subject20
2,108,498,yes,l,natural,Subject20
2,102,1226,yes,l,natural,Subject20
