trials.thisRepN,resp_Q.corr,Participant,Group,targetOnset.rt,FreqBNCSpoken.log
0,1,929015,L2,0.4600736,3.610917913
1,1,917009,L2,0.2894055,3.610917913
0,1,631538,L2,0.5859519,3.610917913
1,1,964675,L2,0.1415065,3.610917913
0,1,998663,L2,0.4159516,3.610917913
0,1,790740,L2,0.4470155,3.610917913
0,1,672285,L2,0.3776962,3.610917913
1,1,85913,L2,0.3592395,3.610917913
1,1,783049,L2,0.3245684,3.610917913
0,1,792988,L2,0.3354625,3.610917913
1,1,631538,L2,0.18221,3.610917913
0,1,700064,L2,0.3966638,3.610917913
0,1,248930,L2,-0.9501444,3.610917913
1,1,998663,L2,0.3439645,3.610917913
0,1,871398,L2,0.5309509,3.610917913
1,1,159491,L2,0.4011145,3.610917913
0,1,697760,L2,0.6755002,3.610917913
0,1,501349,L2,1.1674464,3.610917913
0,1,862825,L2,0.2567234,3.610917913
1,1,617211,L2,0.4714902,3.610917913
0,1,544005,L2,0.322956,3.610917913
0,1,216249,L2,0.5544737,3.610917913
0,1,959490,L2,0.431808,3.610917913
1,1,767065,L2,0.3817813,3.610917913
0,1,183117,L2,0.2085961,3.610917913
1,1,792988,L2,0.303676,3.610917913
0,1,306328,L2,0.3429938,3.610917913
1,1,376188,L2,0.5432377,3.610917913
0,1,69771,L2,0.3673869,3.610917913
1,1,379265,L2,0.3528407,3.610917913
1,1,336257,L2,0.3652563,3.610917913
1,1,697760,L2,0.5908134,3.610917913
0,1,447513,L2,0.5595388,3.610917913
1,1,648557,L2,0.4622167,3.610917913
0,1,901980,L2,0.4851013,3.610917913
1,1,331100,L2,0.3265667,3.610917913
0,1,767065,L2,0.4575284,3.610917913
0,1,85913,L2,0.4867402,3.610917913
1,1,316397,L2,0.1039072,3.610917913
1,1,447513,L2,0.4457555,3.610917913
0,1,922683,L2,0.8782745,3.610917913
1,1,3121,L2,0.2879671,3.610917913
0,1,316397,L2,0.4189039,3.610917913
1,1,716031,L2,0.6367078,3.610917913
0,1,735448,L2,0.373923,3.610917913
0,1,886168,L2,0.8066952,3.610917913
1,1,452163,L2,0.1352026,3.610917913
0,0,864280,L2,0.3112843,3.610917913
1,1,702640,L2,0.2292284,3.610917913
1,1,15711,L2,1.6679234,3.610917913
1,1,864280,L2,1.2299706,3.610917913
1,1,735448,L2,0.3199581,3.610917913
1,1,697259,L2,0.704201,3.610917913
0,1,159491,L2,0.4552096,3.610917913
1,1,586804,L2,0.4454984,3.610917913
1,1,911462,L2,0.5046873,3.610917913
1,1,501349,L2,0.3700988,3.610917913
1,1,173085,L2,0.2523331,3.610917913
0,1,302458,L2,0.3598688,3.610917913
0,1,373596,L2,0.4813808,3.610917913
1,1,959490,L2,0.5582317,3.610917913
0,1,843976,L2,1.7274502,3.610917913
0,1,917009,L2,0.3007515,3.610917913
0,1,572187,L2,0.4870797,3.610917913
1,1,154393,L2,0.3971684,1.791759469
0,1,871398,L2,0.923521,1.791759469
0,1,216249,L2,0.1644159,1.791759469
1,1,790740,L2,0.2627962,1.791759469
1,1,544005,L2,0.2792347,1.791759469
1,1,697259,L2,0.4907212,1.791759469
0,1,700064,L2,0.144434,1.791759469
0,0,586804,L2,0.5598302,1.791759469
0,1,251621,L2,0.6136606,1.791759469
1,1,964675,L2,0.2420923,1.791759469
1,1,929015,L2,0.3273275,1.791759469
1,1,702640,L2,0.4668017,1.791759469
1,1,959490,L2,0.4084082,1.791759469
0,1,316397,L2,0.3336477,1.791759469
1,1,792988,L2,0.5396791,1.791759469
0,1,187490,L2,-0.2045055,1.791759469
1,1,501349,L2,0.319523,1.791759469
0,1,306328,L2,0.2312409,1.791759469
0,1,790740,L2,0.3886029,1.791759469
1,1,69771,L2,0.4195937,1.791759469
0,1,783049,L2,0.6509498,1.791759469
0,1,514305,L2,0.1067325,1.791759469
1,1,864280,L2,0.3217454,1.791759469
1,0,648557,L2,0.2512029,1.791759469
0,1,331100,L2,0.3325875,1.791759469
1,1,147512,L2,0.4691027,1.791759469
1,1,717501,L2,0.3421559,1.791759469
1,1,248930,L2,-0.8381323,1.791759469
0,1,864280,L2,0.4237725,1.791759469
0,1,911462,L2,0.7145559,1.791759469
1,1,373596,L2,0.1969267,1.791759469
1,1,173085,L2,0.562096,1.791759469
1,1,85913,L2,0.6577035,1.791759469
1,1,843976,L2,0.2239422,1.791759469
1,1,607827,L2,0.2905048,1.791759469
1,1,586804,L2,0.2975012,1.791759469
1,1,767065,L2,0.4251057,1.791759469
0,1,998663,L2,0.2986916,1.791759469
0,1,373596,L2,0.5009429,1.791759469
1,1,3121,L2,0.7001838,1.791759469
1,0,752128,L2,0.5315259,1.791759469
1,1,159491,L2,0.4178249,1.791759469
1,1,783049,L2,0.6105084,1.791759469
1,1,631538,L2,0.356318,1.791759469
0,1,735448,L2,0.2261218,1.791759469
1,1,376188,L2,0.3438811,1.791759469
0,1,702640,L2,0.7647443,1.791759469
1,1,452163,L2,0.3326221,1.791759469
1,1,183117,L2,0.5492415,1.791759469
0,1,767065,L2,0.6044082,1.791759469
0,1,631538,L2,0.2518263,1.791759469
0,1,376188,L2,-0.4535179,1.791759469
0,1,302458,L2,0.3642046,1.791759469
1,1,302458,L2,0.2624256,1.791759469
0,1,183117,L2,0.2203214,1.791759469
1,1,697760,L2,0.5158342,1.791759469
1,1,331100,L2,0.2600906,1.791759469
1,1,922683,L2,0.4749727,1.791759469
1,1,886168,L2,0.6658748,1.791759469
0,1,447513,L2,0.5533992,1.791759469
0,1,154393,L2,0.3644907,1.791759469
0,1,843976,L2,0.719982,1.791759469
1,0,108486,L2,0.4497798,1.791759469
0,1,336257,L2,0.5825076,1.791759469
0,1,501349,L2,0.5378337,1.791759469
1,1,572187,L2,0.2707957,1.791759469
1,1,316397,L2,0.1061039,1.791759469
1,1,911462,L2,0.3742862,1.791759469
0,1,159491,L2,0.316345,1.791759469
0,1,752128,L2,0.7642186,1.791759469
0,1,648557,L2,0.0616005,1.791759469
1,1,216249,L2,0.2590762,1.791759469
0,1,922683,L2,0.4229838,1.791759469
1,1,251621,L2,0.4674524,1.791759469
1,1,672285,L2,0.5415864,1.791759469
0,0,792988,L2,0.4314608,1.791759469
0,1,108486,L2,0.4824258,1.791759469
1,1,15711,L2,0.3229362,1.791759469
0,1,717501,L2,0.6505061,1.791759469
0,1,697760,L2,0.4920275,1.791759469
0,1,697259,L2,0.4026882,1.791759469
0,1,15711,L2,0.3625142,1.791759469
0,1,69771,L2,0.677951,1.791759469
0,0,917009,L2,0.2904971,1.791759469
0,1,173085,L2,0.3242704,1.791759469
1,1,447513,L2,0.3716359,1.791759469
0,1,672285,L2,0.4214105,1.791759469
1,1,998663,L2,0.3313858,1.791759469
1,1,716031,L2,0.6490443,1.791759469
0,0,716031,L2,0.2552369,1.791759469
0,1,617211,L2,0.3878055,1.791759469
1,1,700064,L2,0.1484564,1.791759469
1,1,379265,L2,0.4182449,1.791759469
0,1,901980,L2,0.4490024,1.791759469
0,1,147512,L2,0.3320508,1.791759469
0,1,572187,L2,0.3738131,1.791759469
1,1,617211,L2,0.4563266,1.791759469
1,1,862825,L2,0.100893,1.791759469
0,1,862825,L2,0.1998396,1.791759469
0,1,886168,L2,0.6819072,1.791759469
1,1,306328,L2,0.4349799,1.791759469
1,1,735448,L2,0.1336792,1.791759469
1,1,871398,L2,0.4807543,1.791759469
0,1,964675,L2,0.3339422,1.791759469
1,1,901980,L2,0.2681491,1.791759469
0,1,452163,L2,0.5497684,1.791759469
0,1,607827,L2,0.3003343,1.791759469
1,1,336257,L2,0.5214227,1.791759469
1,1,514305,L2,0.4019119,1.791759469
1,1,917009,L2,0.0842252,1.791759469
0,1,3121,L2,0.4476649,1.791759469
1,1,187490,L2,0.1207973,1.791759469
0,1,544005,L2,0.3878101,1.791759469
0,1,959490,L2,0.5383009,1.791759469
0,1,379265,L2,0.4633882,1.791759469
0,1,159491,L2,0.5133365,1.791759469
0,1,331100,L2,0.45378,1.791759469
1,1,964675,L2,0.2236264,1.791759469
1,1,159491,L2,0.2933824,1.791759469
0,1,959490,L2,0.5450386,1.791759469
0,1,607827,L2,0.4727908,1.791759469
1,1,697259,L2,0.3787635,1.791759469
0,1,248930,L2,-1.0153317,1.791759469
0,1,316397,L2,0.289402,1.791759469
0,1,108486,L2,0.5572573,1.791759469
1,1,774770,L2,0.6543104,1.791759469
0,1,901980,L2,0.5935391,1.791759469
1,1,886168,L2,0.5457221,1.791759469
0,1,862825,L2,0.2349477,1.791759469
0,1,85913,L2,0.5760849,1.791759469
0,1,447513,L2,0.634591,1.791759469
0,0,929015,L2,0.4301412,1.791759469
1,1,379265,L2,0.6102843,1.791759469
0,1,917009,L2,0.2555481,1.791759469
1,1,792988,L2,0.3788286,1.791759469
1,1,452163,L2,0.369779,1.791759469
1,1,922683,L2,0.5933345,1.791759469
0,1,544005,L2,0.3458791,1.791759469
0,1,572187,L2,0.5179162,1.791759469
1,1,331100,L2,0.2539272,1.791759469
0,0,302458,L2,0.2793914,1.791759469
1,1,447513,L2,0.492812,1.791759469
0,1,735448,L2,0.5924161,1.791759469
0,1,251621,L2,0.3301236,1.791759469
0,1,216249,L2,0.3964367,1.791759469
1,0,648557,L2,0.2854618,1.791759469
0,1,790740,L2,0.3386283,1.791759469
1,1,862825,L2,0.1790691,1.791759469
0,1,886168,L2,0.8901093,1.791759469
1,1,871398,L2,0.4460996,1.791759469
1,1,373596,L2,0.3947109,1.791759469
1,1,187490,L2,0.2798077,1.791759469
1,1,783049,L2,0.5095951,1.791759469
1,1,959490,L2,0.4894863,1.791759469
0,0,871398,L2,0.4324904,1.791759469
0,1,716031,L2,0.290829,1.791759469
1,1,514305,L2,0.5318873,1.791759469
0,1,672285,L2,0.4726131,1.791759469
0,0,697760,L2,0.6549259,1.791759469
1,1,501349,L2,0.2916689,1.791759469
1,1,3121,L2,0.3723411,1.791759469
0,1,69771,L2,0.4048538,1.791759469
1,1,998663,L2,0.1236834,1.791759469
1,0,316397,L2,0.2478695,1.791759469
1,1,717501,L2,0.148869,1.791759469
0,1,452163,L2,0.71763,1.791759469
0,0,586804,L2,0.4560542,1.791759469
1,1,631538,L2,0.3952421,1.791759469
0,1,373596,L2,0.4989888,1.791759469
0,1,376188,L2,-0.5675345,1.791759469
1,1,735448,L2,0.3255175,1.791759469
0,1,702640,L2,0.3937308,1.791759469
0,1,631538,L2,0.3853892,1.791759469
1,1,173085,L2,0.2134752,1.791759469
0,1,173085,L2,0.27815,1.791759469
0,1,783049,L2,0.9220091,1.791759469
0,1,336257,L2,0.453329,1.791759469
1,1,607827,L2,0.2135557,1.791759469
0,1,514305,L2,0.5344594,1.791759469
0,1,154393,L2,0.5044096,1.791759469
1,1,586804,L2,0.3826976,1.791759469
0,1,147512,L2,0.6086496,1.791759469
0,1,183117,L2,0.4036309,1.791759469
0,1,617211,L2,0.5029038,1.791759469
0,1,767065,L2,0.3593056,1.791759469
1,1,790740,L2,0.3745534,1.791759469
1,1,901980,L2,0.3087415,1.791759469
1,1,617211,L2,0.6078143,1.791759469
1,1,716031,L2,-0.1942188,1.791759469
1,1,544005,L2,0.3091159,1.791759469
0,1,864280,L2,0.497759,1.791759469
1,1,917009,L2,0.6262723,1.791759469
1,1,85913,L2,0.3455191,1.791759469
1,1,147512,L2,0.9644618,1.791759469
1,1,911462,L2,0.3041483,1.791759469
1,1,183117,L2,0.1458233,1.791759469
1,1,572187,L2,0.2168575,1.791759469
1,1,700064,L2,0.0774739,1.791759469
0,1,648557,L2,0.1820386,1.791759469
1,1,248930,L2,-1.0521783,1.791759469
0,1,697259,L2,0.7602809,1.791759469
0,1,3121,L2,0.641316,1.791759469
0,1,700064,L2,0.1402614,1.791759469
0,1,843976,L2,0.6897518,1.791759469
1,1,843976,L2,0.3780156,1.791759469
1,1,672285,L2,0.5806451,1.791759469
0,1,187490,L2,0.3446801,1.791759469
0,1,752128,L2,0.6315398,1.791759469
1,1,15711,L2,0.3287166,1.791759469
1,1,336257,L2,0.3773178,1.791759469
1,1,376188,L2,0.341365,1.791759469
1,1,702640,L2,0.4969246,1.791759469
0,1,501349,L2,0.5938006,1.791759469
0,1,911462,L2,0.3792535,1.791759469
1,1,767065,L2,0.3961621,1.791759469
0,1,379265,L2,0.3299956,1.791759469
1,1,216249,L2,0.2076654,1.791759469
0,1,964675,L2,0.4548696,1.791759469
1,1,251621,L2,0.4230552,1.791759469
0,1,792988,L2,0.2887276,1.791759469
0,1,15711,L2,0.2812193,1.791759469
1,1,108486,L2,0.8168911,1.791759469
1,1,69771,L2,0.4693796,1.791759469
1,1,929015,L2,0.5272803,1.791759469
1,1,302458,L2,0.3682331,1.791759469
1,1,864280,L2,0.4503606,1.791759469
1,1,306328,L2,0.5977465,1.791759469
0,1,717501,L2,0.358228,1.791759469
0,1,998663,L2,0.3065665,1.791759469
0,1,922683,L2,0.512846,1.791759469
1,1,697760,L2,0.7973674,1.791759469
1,1,154393,L2,0.2472924,1.791759469
1,0,697259,L2,-0.5876764,6.054439346
1,1,306328,L2,0.3908548,6.054439346
1,1,752128,L2,-0.0861797,6.054439346
0,1,631538,L2,0.3437533,6.054439346
0,1,774770,L2,0.3845651,6.054439346
0,1,672285,L2,0.3219996,6.054439346
0,0,790740,L2,0.313802,6.054439346
0,1,648557,L2,0.2614792,6.054439346
1,1,447513,L2,0.3752096,6.054439346
1,1,716031,L2,0.3162585,6.054439346
1,1,248930,L2,-2.1445495,6.054439346
1,1,783049,L2,0.255789,6.054439346
0,1,147512,L2,0.0659216,6.054439346
0,1,862825,L2,0.1972822,6.054439346
1,1,959490,L2,0.2941887,6.054439346
1,1,792988,L2,0.2322117,6.054439346
0,1,447513,L2,0.304013,6.054439346
1,1,648557,L2,0.3088057,6.054439346
1,1,3121,L2,0.1382913,6.054439346
0,1,373596,L2,0.1471733,6.054439346
0,1,929015,L2,0.2373182,6.054439346
0,1,964675,L2,0.3027045,6.054439346
1,1,617211,L2,0.4060193,6.054439346
1,1,886168,L2,0.2183448,6.054439346
0,1,306328,L2,0.3182677,6.054439346
1,1,373596,L2,0.0649482,6.054439346
0,1,917009,L2,0.1738788,6.054439346
1,1,514305,L2,0.1941715,6.054439346
1,1,216249,L2,0.0542688,6.054439346
0,1,452163,L2,0.3793505,6.054439346
1,1,251621,L2,-0.0444109,6.054439346
1,1,379265,L2,0.2253748,6.054439346
0,1,735448,L2,0.4162664,6.054439346
1,1,187490,L2,0.2321505,6.054439346
1,1,69771,L2,0.2831209,6.054439346
1,1,607827,L2,0.2274626,6.054439346
1,1,911462,L2,0.0549576,6.054439346
0,1,85913,L2,0.460369,6.054439346
0,1,572187,L2,0.3069134,6.054439346
0,1,544005,L2,-0.1292014,6.054439346
1,1,544005,L2,0.3368158,6.054439346
1,1,147512,L2,0.0158521,6.054439346
1,1,864280,L2,0.1792393,6.054439346
1,1,862825,L2,0.2330905,6.054439346
1,1,735448,L2,0.3540592,6.054439346
1,1,15711,L2,0.0588101,6.054439346
0,1,886168,L2,0.5694386,6.054439346
0,1,69771,L2,0.475029,6.054439346
0,1,3121,L2,0.0295079,6.054439346
1,1,159491,L2,0.200934,6.054439346
1,1,336257,L2,0.2396494,6.054439346
1,1,452163,L2,0.0212991,6.054439346
0,1,336257,L2,0.5136752,6.054439346
1,1,173085,L2,0.1799285,6.054439346
1,1,85913,L2,0.1066706,6.054439346
1,1,901980,L2,0.2405382,6.054439346
0,1,998663,L2,0.3216425,6.054439346
0,1,752128,L2,0.1892677,6.054439346
1,1,871398,L2,0.0576581,6.054439346
1,1,929015,L2,0.4532808,6.054439346
1,1,917009,L2,-1.377241,6.054439346
0,1,173085,L2,-0.9996102,6.054439346
0,1,248930,L2,-2.0209012,6.054439346
0,0,959490,L2,0.2481927,6.054439346
0,1,702640,L2,0.3447711,6.054439346
1,1,302458,L2,0.192496,6.054439346
0,1,216249,L2,0.2324604,6.054439346
0,1,911462,L2,0.3679827,6.054439346
1,1,717501,L2,0.0069704,6.054439346
1,1,108486,L2,0.2843124,6.054439346
1,1,922683,L2,0.2496493,6.054439346
0,1,697259,L2,0.2463188,6.054439346
0,1,302458,L2,0.2998807,6.054439346
1,1,672285,L2,0.3687382,6.054439346
0,1,15711,L2,0.0694298,6.054439346
0,1,843976,L2,0.3816787,6.054439346
1,1,501349,L2,0.3629195,6.054439346
1,1,697760,L2,0.3966615,6.054439346
1,1,998663,L2,0.0394346,6.054439346
1,1,774770,L2,0.4630066,6.054439346
0,1,767065,L2,-0.6093523,6.054439346
0,1,617211,L2,0.2920695,6.054439346
0,1,159491,L2,-0.0258555,6.054439346
0,1,783049,L2,0.2303646,6.054439346
1,1,631538,L2,0.3915688,6.054439346
0,1,154393,L2,0.2626847,6.054439346
1,1,700064,L2,-0.0084524,6.054439346
0,1,514305,L2,-0.4456015,6.054439346
1,1,154393,L2,0.1683501,6.054439346
0,1,607827,L2,0.5361443,6.054439346
1,1,331100,L2,0.1550303,6.054439346
0,1,187490,L2,0.4187671,6.054439346
0,1,331100,L2,0.0192617,6.054439346
0,1,376188,L2,-1.4240059,6.054439346
1,1,964675,L2,0.0705535,6.054439346
1,1,376188,L2,0.3748596,6.054439346
1,1,572187,L2,0.0495955,6.054439346
1,1,790740,L2,0.1285394,6.054439346
1,1,843976,L2,-0.0187649,6.054439346
0,1,871398,L2,0.4139585,6.054439346
1,1,316397,L2,0.0590171,6.054439346
1,0,586804,L2,0.3381311,6.054439346
1,1,702640,L2,0.2497958,6.054439346
0,1,700064,L2,0.2868697,6.054439346
0,1,922683,L2,0.2316058,6.054439346
1,1,767065,L2,0.2960441,6.054439346
0,1,501349,L2,0.3150962,6.054439346
0,1,379265,L2,0.3769186,6.054439346
1,1,617211,L2,0.3323416,6.054439346
1,0,716031,L2,-0.7783058,6.054439346
0,1,376188,L2,-1.6404747,6.054439346
0,1,672285,L2,0.3902666,6.054439346
0,1,871398,L2,0.4246733,6.054439346
1,1,187490,L2,0.2766108,6.054439346
0,1,452163,L2,0.2780528,6.054439346
0,1,697259,L2,0.3274691,6.054439346
1,1,452163,L2,0.1420063,6.054439346
1,1,302458,L2,0.2837903,6.054439346
1,1,700064,L2,0.1781936,6.054439346
0,1,922683,L2,0.2667247,6.054439346
0,1,917009,L2,-0.4828744,6.054439346
0,1,862825,L2,0.228625,6.054439346
0,1,752128,L2,0.4466775,6.054439346
0,1,544005,L2,0.3668348,6.054439346
1,1,911462,L2,0.2978302,6.054439346
0,1,717501,L2,0.3523803,6.054439346
0,1,886168,L2,0.0792669,6.054439346
0,1,631538,L2,0.2562862,6.054439346
0,1,447513,L2,0.3952282,6.054439346
1,1,790740,L2,0.1254201,6.054439346
1,1,959490,L2,0.3603402,6.054439346
1,1,964675,L2,0.1857407,6.054439346
0,1,3121,L2,0.4603511,6.054439346
0,1,248930,L2,-1.9647169,6.054439346
1,1,862825,L2,0.1761014,6.054439346
1,1,316397,L2,0.4138998,6.054439346
0,1,331100,L2,-0.0427923,6.054439346
0,1,306328,L2,0.3429299,6.054439346
1,1,864280,L2,0.2838693,6.054439346
1,1,607827,L2,0.0580435,6.054439346
0,0,716031,L2,-0.7180493,6.054439346
1,1,843976,L2,0.276939,6.054439346
0,1,501349,L2,0.4265182,6.054439346
0,1,336257,L2,0.3157719,6.054439346
1,1,379265,L2,0.2424747,6.054439346
0,1,154393,L2,0.2517994,6.054439346
0,1,929015,L2,-0.7002451,6.054439346
0,1,911462,L2,0.2542172,6.054439346
1,1,648557,L2,0.0427455,6.054439346
0,1,790740,L2,0.316482,6.054439346
1,1,572187,L2,0.1215735,6.054439346
0,1,183117,L2,0.5486794,6.054439346
0,1,85913,L2,0.3446388,6.054439346
1,1,922683,L2,0.3481412,6.054439346
0,1,187490,L2,0.1105343,6.054439346
0,1,767065,L2,0.3266194,6.054439346
0,1,147512,L2,0.3314001,6.054439346
0,1,702640,L2,0.5590976,6.054439346
1,1,216249,L2,0.2042921,6.054439346
1,1,373596,L2,0.3216904,6.054439346
1,1,767065,L2,0.250725,6.054439346
0,0,251621,L2,0.3913122,6.054439346
1,1,917009,L2,0.0429841,6.054439346
0,1,216249,L2,0.1964219,6.054439346
0,1,379265,L2,0.3033812,6.054439346
1,1,998663,L2,0.148303,6.054439346
0,1,572187,L2,0.4689146,6.054439346
1,1,69771,L2,0.3629329,6.054439346
1,1,697760,L2,0.1619979,6.054439346
1,1,331100,L2,-0.043221,6.054439346
1,1,447513,L2,0.5621202,6.054439346
1,1,147512,L2,0.0931999,6.054439346
1,1,544005,L2,0.2499783,6.054439346
1,1,672285,L2,0.2912219,6.054439346
0,1,864280,L2,0.2779252,6.054439346
1,1,631538,L2,0.3775967,6.054439346
1,1,376188,L2,-1.798027,6.054439346
1,1,306328,L2,0.2846325,6.054439346
1,1,3121,L2,0.1301697,6.054439346
0,1,959490,L2,0.5262444,6.054439346
1,1,173085,L2,-0.0127017,6.054439346
1,1,248930,L2,-1.7011453,6.054439346
1,1,697259,L2,0.0914024,6.054439346
1,1,251621,L2,0.3785608,6.054439346
0,1,964675,L2,0.1140742,6.054439346
1,1,901980,L2,0.21217,6.054439346
0,1,843976,L2,0.3465843,6.054439346
1,1,159491,L2,0.076928,6.054439346
1,1,752128,L2,0.0932202,6.054439346
0,1,998663,L2,0.2093652,6.054439346
0,1,700064,L2,0.0164664,6.054439346
1,1,929015,L2,0.3734167,6.054439346
0,1,15711,L2,0.3589253,6.054439346
0,1,159491,L2,0.3590911,6.054439346
1,1,717501,L2,0.2150876,6.054439346
1,1,108486,L2,0.3561981,6.054439346
1,1,85913,L2,0.2962542,6.054439346
0,1,302458,L2,0.2032831,6.054439346
0,1,697760,L2,0.563974,6.054439346
0,1,373596,L2,0.3512474,6.054439346
1,0,886168,L2,-0.4376528,6.054439346
1,1,735448,L2,0.2149029,6.054439346
1,1,154393,L2,0.1208185,6.054439346
1,1,586804,L2,0.3862835,6.054439346
0,1,792988,L2,0.5141108,6.054439346
1,1,336257,L2,0.24176,6.054439346
1,1,783049,L2,0.3168776,6.054439346
1,1,774770,L2,0.4275116,6.054439346
1,1,702640,L2,-0.38121,6.054439346
0,1,173085,L2,0.210009,6.054439346
0,1,617211,L2,0.415296,6.054439346
1,1,514305,L2,0.1660486,6.054439346
1,1,501349,L2,0.3128891,6.054439346
1,1,183117,L2,0.3591587,6.054439346
0,1,586804,L2,0.2781188,6.054439346
1,1,15711,L2,0.0813747,6.054439346
0,1,901980,L2,0.5168192,6.054439346
0,1,871398,L2,0.4133582,3.36729583
1,1,862825,L2,0.2746658,3.36729583
1,1,702640,L2,0.6425542,3.36729583
0,1,792988,L2,0.4244544,3.36729583
1,1,631538,L2,0.2654495,3.36729583
1,1,735448,L2,0.306371,3.36729583
0,1,929015,L2,-0.271249,3.36729583
1,1,917009,L2,0.2305025,3.36729583
1,1,514305,L2,0.4442843,3.36729583
0,1,373596,L2,0.3636864,3.36729583
0,1,697760,L2,0.5503992,3.36729583
1,1,108486,L2,0.4662716,3.36729583
1,1,697760,L2,0.401997,3.36729583
0,1,572187,L2,0.4384888,3.36729583
0,1,69771,L2,0.4224837,3.36729583
0,1,767065,L2,0.8190966,3.36729583
0,1,959490,L2,0.692505,3.36729583
0,1,316397,L2,1.448035,3.36729583
0,1,501349,L2,0.5532647,3.36729583
0,1,447513,L2,0.4832777,3.36729583
0,1,159491,L2,0.4723386,3.36729583
0,1,862825,L2,0.3106734,3.36729583
0,1,306328,L2,0.5114498,3.36729583
1,1,501349,L2,0.2936589,3.36729583
0,1,702640,L2,0.4403118,3.36729583
1,1,700064,L2,0.020267,3.36729583
0,1,697259,L2,0.3259633,3.36729583
1,1,648557,L2,0.3302076,3.36729583
0,1,911462,L2,0.7009078,3.36729583
1,1,586804,L2,0.43108,3.36729583
0,1,901980,L2,0.4607516,3.36729583
0,1,864280,L2,1.3524779,3.36729583
0,0,514305,L2,0.7958076,3.36729583
1,1,790740,L2,0.3891158,3.36729583
1,1,792988,L2,0.3246142,3.36729583
0,1,843976,L2,0.243875,3.36729583
1,1,843976,L2,0.1650082,3.36729583
0,1,379265,L2,0.7505192,3.36729583
1,1,173085,L2,0.0309685,3.36729583
1,1,306328,L2,0.4465119,3.36729583
1,1,886168,L2,-0.1145727,3.36729583
1,1,3121,L2,0.2798304,3.36729583
1,1,929015,L2,0.2246006,3.36729583
0,1,187490,L2,0.3562842,3.36729583
0,1,3121,L2,0.3203474,3.36729583
0,1,336257,L2,0.5845774,3.36729583
0,1,251621,L2,0.4580534,3.36729583
1,1,15711,L2,0.9382322,3.36729583
1,1,216249,L2,0.2857559,3.36729583
1,0,183117,L2,0.5271421,3.36729583
1,1,376188,L2,-0.5380244,3.36729583
1,1,697259,L2,0.827153,3.36729583
1,1,911462,L2,0.4868564,3.36729583
1,1,964675,L2,0.3621357,3.36729583
0,0,716031,L2,0.7143783,3.36729583
1,1,864280,L2,0.4574997,3.36729583
1,1,331100,L2,0.3434713,3.36729583
1,1,783049,L2,0.3441912,3.36729583
0,1,922683,L2,0.5214226,3.36729583
0,0,331100,L2,0.5893041,3.36729583
1,1,316397,L2,0.2841883,3.36729583
1,1,159491,L2,0.3188149,3.36729583
1,1,154393,L2,0.222682,3.36729583
0,1,302458,L2,0.3798063,3.36729583
1,1,187490,L2,0.2512833,3.36729583
0,1,735448,L2,0.2875133,3.36729583
1,1,452163,L2,0.2249699,3.36729583
1,1,85913,L2,0.6393544,3.36729583
1,1,379265,L2,0.3055928,3.36729583
1,1,774770,L2,0.5159206,3.36729583
0,1,774770,L2,0.5841451,3.36729583
1,1,871398,L2,0.5902119,3.36729583
1,1,617211,L2,0.3583539,3.36729583
0,1,544005,L2,0.3280795,3.36729583
1,1,767065,L2,0.5786386,3.36729583
0,1,173085,L2,0.24192,3.36729583
0,1,452163,L2,0.4105282,3.36729583
1,1,147512,L2,0.3864174,3.36729583
1,1,572187,L2,0.2464057,3.36729583
1,1,922683,L2,0.2280685,3.36729583
1,1,901980,L2,0.3337993,3.36729583
1,0,336257,L2,0.226957,3.36729583
1,1,544005,L2,0.3419165,3.36729583
1,1,69771,L2,0.5980529,3.36729583
0,1,998663,L2,0.3834201,3.36729583
0,1,154393,L2,0.5513061,3.36729583
1,1,998663,L2,0.2665883,3.36729583
1,1,717501,L2,0.3370018,3.36729583
0,1,917009,L2,0.3383708,3.36729583
0,1,700064,L2,0.204997,3.36729583
0,1,886168,L2,0.5687553,3.36729583
1,1,373596,L2,0.2510766,3.36729583
0,1,216249,L2,0.3645827,3.36729583
1,1,607827,L2,0.2035494,3.36729583
1,1,248930,L2,-1.328738,3.36729583
0,1,85913,L2,0.268799,3.36729583
1,1,672285,L2,0.4744196,3.36729583
0,1,183117,L2,1.4310638,3.36729583
0,1,631538,L2,0.527005,3.36729583
0,1,15711,L2,0.3662704,3.36729583
0,1,752128,L2,0.6571848,3.36729583
0,1,248930,L2,-1.1157228,3.36729583
1,1,447513,L2,0.4892004,3.36729583
0,1,108486,L2,0.3301297,3.36729583
0,1,648557,L2,0.4728701,3.36729583
1,1,302458,L2,0.292494,3.36729583
0,1,717501,L2,0.5449786,3.36729583
0,1,376188,L2,-0.8294921,3.36729583
1,1,251621,L2,0.2792676,3.36729583
1,1,752128,L2,0.4584495,3.36729583
