trials.thisRepN,resp_Q.corr,Participant,Group,targetOnset.rt,FreqBNCSpoken.log
0,1,648557,L2,0.2114136,3.258096538
1,1,617211,L2,0.3830671,3.258096538
0,1,752128,L2,0.7917909,3.258096538
0,1,15711,L2,0.2712138,3.258096538
0,1,917009,L2,0.2524562,3.258096538
1,1,790740,L2,0.2350228,3.258096538
1,1,514305,L2,0.2787404,3.258096538
0,1,147512,L2,0.36313,3.258096538
0,1,929015,L2,0.2229678,3.258096538
1,1,376188,L2,-1.1269448,3.258096538
1,1,922683,L2,0.4112891,3.258096538
1,1,373596,L2,0.2104437,3.258096538
1,1,697259,L2,0.1892747,3.258096538
1,1,911462,L2,0.2301758,3.258096538
0,1,998663,L2,0.2890426,3.258096538
0,0,752128,L2,0.0504541,3.258096538
0,1,607827,L2,0.8825332,3.258096538
1,1,998663,L2,0.1821,3.258096538
0,1,586804,L2,0.2382532,3.258096538
1,1,752128,L2,0.1462268,3.258096538
0,1,572187,L2,0.0980664,3.258096538
1,1,514305,L2,0.0977429,3.258096538
1,1,183117,L2,0.4376589,3.258096538
0,0,15711,L2,0.3007183,3.258096538
0,1,917009,L2,0.1829891,3.258096538
1,1,306328,L2,0.3473958,3.258096538
1,1,862825,L2,0.1525413,3.258096538
1,1,716031,L2,0.283642,3.258096538
1,1,672285,L2,0.2116295,3.258096538
1,1,501349,L2,0.3302287,3.258096538
0,1,216249,L2,0.1277409,3.258096538
0,1,864280,L2,0.5471123,3.258096538
0,1,159491,L2,0.4139073,3.258096538
0,1,697760,L2,0.7187815,3.258096538
1,1,544005,L2,0.2447754,3.258096538
0,1,790740,L2,0.170565,3.258096538
0,1,248930,L2,-1.5646735,3.258096538
1,1,187490,L2,0.1185051,3.258096538
1,1,251621,L2,0.4501452,3.258096538
1,1,452163,L2,0.0862557,3.258096538
0,1,376188,L2,-1.2055143,3.258096538
1,1,108486,L2,0.1503601,3.258096538
1,1,376188,L2,0.1836285,3.258096538
1,1,586804,L2,0.3309509,3.258096538
1,1,843976,L2,0.143787,3.258096538
0,1,108486,L2,0.3072105,3.258096538
0,1,767065,L2,0.2793885,3.258096538
1,1,774770,L2,0.271486,3.258096538
1,1,871398,L2,0.1864213,3.258096538
1,1,617211,L2,0.328166,3.258096538
0,1,544005,L2,0.2779544,3.258096538
0,1,735448,L2,0.3584803,3.258096538
0,1,147512,L2,0.2448021,3.258096538
1,1,901980,L2,0.208095,3.258096538
0,1,901980,L2,0.2814826,3.258096538
1,1,959490,L2,0.2566439,3.258096538
1,1,302458,L2,0.1559173,3.258096538
1,1,147512,L2,0.1213179,3.258096538
1,1,792988,L2,0.1893042,3.258096538
0,1,302458,L2,0.2569703,3.258096538
1,1,154393,L2,0.2641519,3.258096538
1,1,336257,L2,0.2680244,3.258096538
0,1,700064,L2,0.2143058,3.258096538
0,1,69771,L2,0.3455758,3.258096538
0,1,672285,L2,0.3625064,3.258096538
0,1,452163,L2,0.2579606,3.258096538
0,1,959490,L2,0.3135101,3.258096538
0,1,306328,L2,0.8661323,3.258096538
0,1,702640,L2,0.3071034,3.258096538
0,1,85913,L2,0.2730454,3.258096538
1,1,697760,L2,0.6005116,3.258096538
1,1,379265,L2,0.2441272,3.258096538
1,1,85913,L2,0.4928101,3.258096538
1,1,173085,L2,0.2119714,3.258096538
0,1,447513,L2,0.3065373,3.258096538
0,1,379265,L2,0.371434,3.258096538
0,1,648557,L2,0.4222162,3.258096538
1,1,717501,L2,0.1828815,3.258096538
1,1,631538,L2,0.3867096,3.258096538
0,1,871398,L2,0.437192,3.258096538
1,1,929015,L2,0.2722895,3.258096538
0,1,373596,L2,0.1859749,3.258096538
0,1,964675,L2,0.2812992,3.258096538
1,1,917009,L2,0.1943092,3.258096538
1,1,702640,L2,0.2861885,3.258096538
0,1,792988,L2,0.1840326,3.258096538
0,1,929015,L2,0.1762202,3.258096538
0,1,187490,L2,0.2583021,3.258096538
1,1,735448,L2,0.1455651,3.258096538
1,1,248930,L2,-1.5943584,3.258096538
0,0,774770,L2,0.3764799,3.258096538
1,1,964675,L2,0.2101523,3.258096538
1,1,864280,L2,0.1939472,3.258096538
1,1,767065,L2,0.2173639,3.258096538
1,1,790740,L2,0.0843825,3.258096538
0,0,331100,L2,0.3763413,3.258096538
0,1,154393,L2,0.3680561,3.258096538
1,1,648557,L2,0.2540202,3.258096538
1,1,572187,L2,0.0779622,3.258096538
0,1,631538,L2,0.3252319,3.258096538
1,1,3121,L2,0.2886987,3.258096538
1,1,886168,L2,0.3849316,3.258096538
0,1,717501,L2,0.2039275,3.258096538
0,1,886168,L2,0.4512935,3.258096538
1,1,69771,L2,0.3593241,3.258096538
0,1,183117,L2,0.4113243,3.258096538
0,1,697259,L2,0.2601075,3.258096538
0,1,514305,L2,0.2981894,3.258096538
0,1,501349,L2,0.2767526,3.258096538
0,1,336257,L2,0.3374248,3.258096538
0,1,617211,L2,0.3405234,3.258096538
0,1,862825,L2,0.1230047,3.258096538
1,1,331100,L2,0.0673066,3.258096538
0,1,843976,L2,0.4995488,3.258096538
1,1,216249,L2,0.0624646,3.258096538
0,1,316397,L2,0.1955014,3.258096538
1,1,316397,L2,0.2100792,3.258096538
1,1,700064,L2,0.0867017,3.258096538
0,1,3121,L2,0.3202841,3.258096538
0,1,911462,L2,0.2478193,3.258096538
0,1,251621,L2,0.5341476,3.258096538
1,1,783049,L2,0.2196483,3.258096538
1,1,15711,L2,0.1910417,3.258096538
0,1,783049,L2,0.4880526,3.258096538
0,1,922683,L2,0.1641305,3.258096538
1,1,447513,L2,0.2605304,3.258096538
1,1,159491,L2,0.2642799,3.258096538
0,1,173085,L2,0.322315,3.258096538
1,1,251621,L2,0.3286712,3.401197382
0,1,697760,L2,0.3797739,3.401197382
1,1,187490,L2,0.1322208,3.401197382
1,1,248930,L2,-0.9560409,3.401197382
1,1,697259,L2,0.8569827,3.401197382
0,1,501349,L2,0.4591759,3.401197382
0,1,697259,L2,0.2657038,3.401197382
1,1,631538,L2,0.434019,3.401197382
0,1,702640,L2,0.3956299,3.401197382
1,1,183117,L2,0.2632363,3.401197382
1,1,3121,L2,0.2551262,3.401197382
0,1,631538,L2,0.5662318,3.401197382
0,1,911462,L2,0.7323186,3.401197382
1,1,452163,L2,0.191158,3.401197382
1,1,843976,L2,0.0916725,3.401197382
1,1,911462,L2,0.388933,3.401197382
0,1,544005,L2,0.2603485,3.401197382
0,1,452163,L2,0.3987779,3.401197382
1,1,586804,L2,0.1355229,3.401197382
1,0,376188,L2,0.4497568,3.401197382
0,1,886168,L2,0.5858045,3.401197382
0,1,843976,L2,0.5381144,3.401197382
1,1,336257,L2,0.1682618,3.401197382
1,1,871398,L2,0.4067829,3.401197382
0,1,700064,L2,0.0952854,3.401197382
0,1,735448,L2,0.2751145,3.401197382
1,1,790740,L2,0.1581061,3.401197382
1,1,697760,L2,0.7645612,3.401197382
0,1,607827,L2,0.334236,3.401197382
1,1,783049,L2,0.3726464,3.401197382
0,1,922683,L2,0.3123779,3.401197382
0,1,792988,L2,0.3146558,3.401197382
0,1,251621,L2,0.467556,3.401197382
0,1,790740,L2,0.3552798,3.401197382
0,0,917009,L2,0.1787149,3.401197382
0,1,248930,L2,-0.9159,3.401197382
1,1,108486,L2,0.2494849,3.401197382
0,1,862825,L2,0.0856485,3.401197382
1,1,959490,L2,0.4558139,3.401197382
0,1,572187,L2,0.1815719,3.401197382
1,1,159491,L2,0.1172276,3.401197382
1,1,767065,L2,0.2585958,3.401197382
1,1,792988,L2,0.1363087,3.401197382
0,1,648557,L2,0.3210364,3.401197382
0,1,752128,L2,0.4752175,3.401197382
0,1,379265,L2,0.2578129,3.401197382
1,0,302458,L2,0.1243774,3.401197382
0,1,617211,L2,0.3076652,3.401197382
0,1,15711,L2,0.1466374,3.401197382
0,1,964675,L2,0.3342752,3.401197382
1,1,514305,L2,0.3509242,3.401197382
1,1,544005,L2,0.0511667,3.401197382
1,1,862825,L2,0.0732124,3.401197382
1,1,672285,L2,0.2715414,3.401197382
0,1,183117,L2,0.5181671,3.401197382
1,1,774770,L2,0.6193872,3.401197382
0,1,187490,L2,0.2938554,3.401197382
0,1,316397,L2,0.3234664,3.401197382
0,1,306328,L2,0.410015,3.401197382
1,1,648557,L2,0.3373616,3.401197382
1,1,501349,L2,0.3460909,3.401197382
0,1,147512,L2,0.5709975,3.401197382
1,1,752128,L2,-0.1740704,3.401197382
1,1,15711,L2,0.2061682,3.401197382
1,1,917009,L2,0.0132758,3.401197382
1,1,331100,L2,1.0904248,3.401197382
1,1,735448,L2,0.1587926,3.401197382
1,1,373596,L2,0.1951363,3.401197382
1,1,306328,L2,0.2373424,3.401197382
0,0,864280,L2,0.2366584,3.401197382
1,1,929015,L2,-0.1853788,3.401197382
0,1,216249,L2,0.0893793,3.401197382
0,1,331100,L2,0.3545964,3.401197382
0,1,159491,L2,0.3890195,3.401197382
0,1,767065,L2,0.3653884,3.401197382
1,1,69771,L2,0.5796402,3.401197382
1,1,379265,L2,0.1320435,3.401197382
1,1,886168,L2,0.3305045,3.401197382
0,1,783049,L2,0.3919121,3.401197382
0,1,373596,L2,0.0961958,3.401197382
1,1,85913,L2,0.1048188,3.401197382
0,0,376188,L2,-0.486378,3.401197382
1,1,316397,L2,-0.1057002,3.401197382
1,1,173085,L2,0.0881063,3.401197382
1,1,864280,L2,0.2924449,3.401197382
1,1,216249,L2,0.0646359,3.401197382
1,1,717501,L2,0.1290778,3.401197382
1,1,716031,L2,0.203708,3.401197382
0,1,108486,L2,0.5264084,3.401197382
0,1,774770,L2,0.5507905,3.401197382
0,1,69771,L2,0.5104212,3.401197382
0,1,959490,L2,0.9111524,3.401197382
1,1,447513,L2,0.3170126,3.401197382
0,1,447513,L2,0.5196672,3.401197382
0,1,514305,L2,0.871068,3.401197382
1,1,607827,L2,0.9632645,3.401197382
0,1,998663,L2,0.0836293,3.401197382
0,1,929015,L2,0.1385225,3.401197382
0,1,173085,L2,0.2822864,3.401197382
1,1,154393,L2,0.1610617,3.401197382
0,1,586804,L2,1.3878681,3.401197382
0,0,302458,L2,0.175296,3.401197382
1,1,147512,L2,0.122079,3.401197382
0,1,717501,L2,0.3053846,3.401197382
1,1,998663,L2,0.1248584,3.401197382
0,1,901980,L2,0.3483015,3.401197382
0,1,871398,L2,0.9646415,3.401197382
1,1,964675,L2,0.1137687,3.401197382
0,1,716031,L2,0.5436406,3.401197382
0,1,154393,L2,0.4132292,3.401197382
1,1,922683,L2,0.1477558,3.401197382
1,1,702640,L2,0.1893851,3.401197382
0,1,85913,L2,0.7252519,3.401197382
1,1,617211,L2,0.1516504,3.401197382
1,1,572187,L2,0.2523903,3.401197382
1,1,901980,L2,0.1221054,3.401197382
1,1,700064,L2,0.1439213,3.401197382
0,1,3121,L2,0.5961427,3.401197382
0,1,336257,L2,0.2321621,3.401197382
1,1,862825,L2,0.1431653,3.401197382
1,1,922683,L2,1.598612,3.401197382
1,1,514305,L2,0.8293069,3.401197382
0,1,373596,L2,0.4484082,3.401197382
0,1,911462,L2,0.5915912,3.401197382
0,1,716031,L2,0.647565,3.401197382
0,1,336257,L2,0.5136012,3.401197382
1,1,672285,L2,0.4298525,3.401197382
0,1,862825,L2,0.3594216,3.401197382
0,1,173085,L2,0.3985793,3.401197382
0,1,735448,L2,0.6818167,3.401197382
1,1,216249,L2,0.2529727,3.401197382
0,1,316397,L2,0.1808643,3.401197382
1,1,917009,L2,0.1036836,3.401197382
1,1,774770,L2,0.8513775,3.401197382
0,1,702640,L2,0.4353914,3.401197382
0,1,607827,L2,0.6182898,3.401197382
1,1,792988,L2,0.3795512,3.401197382
1,0,376188,L2,0.6887065,3.401197382
1,1,790740,L2,0.2321314,3.401197382
1,1,871398,L2,1.4035513,3.401197382
1,1,251621,L2,0.2998059,3.401197382
1,1,316397,L2,0.2490357,3.401197382
1,1,998663,L2,0.2937702,3.401197382
0,0,376188,L2,-0.1728327,3.401197382
1,1,248930,L2,-0.9475377,3.401197382
1,1,15711,L2,0.097453,3.401197382
1,1,373596,L2,0.1965138,3.401197382
1,1,501349,L2,0.8366554,3.401197382
0,1,998663,L2,0.299021,3.401197382
0,1,85913,L2,0.484039,3.401197382
0,1,774770,L2,0.4486675,3.401197382
1,1,911462,L2,0.3795996,3.401197382
1,1,964675,L2,0.3218182,3.401197382
0,1,959490,L2,0.4730502,3.401197382
0,1,617211,L2,0.6425994,3.401197382
0,1,767065,L2,0.6080286,3.401197382
1,1,886168,L2,0.7784743,3.401197382
1,1,336257,L2,0.4436361,3.401197382
1,1,306328,L2,0.4983424,3.401197382
1,1,864280,L2,0.4821835,3.401197382
0,1,717501,L2,0.3525777,3.401197382
1,0,452163,L2,0.1753789,3.401197382
1,1,959490,L2,0.3887672,3.401197382
0,1,514305,L2,0.5237411,3.401197382
1,1,447513,L2,0.3769098,3.401197382
1,1,716031,L2,0.8217909,3.401197382
0,1,251621,L2,0.8238724,3.401197382
0,1,586804,L2,0.536802,3.401197382
0,1,917009,L2,0.1615628,3.401197382
1,0,302458,L2,-0.001596,3.401197382
1,1,697760,L2,0.359378,3.401197382
0,1,864280,L2,0.2006792,3.401197382
1,1,331100,L2,0.2385329,3.401197382
0,1,183117,L2,0.2992468,3.401197382
0,1,379265,L2,0.346895,3.401197382
0,1,248930,L2,-0.5313278,3.401197382
0,1,154393,L2,0.1744934,3.401197382
0,1,783049,L2,0.7530063,3.401197382
0,1,790740,L2,0.4249092,3.401197382
0,1,216249,L2,0.2552034,3.401197382
1,1,544005,L2,0.3184589,3.401197382
1,1,173085,L2,0.0670908,3.401197382
1,1,69771,L2,0.2925776,3.401197382
0,1,147512,L2,0.3392083,3.401197382
1,1,735448,L2,0.1810735,3.401197382
1,1,648557,L2,0.4803664,3.401197382
1,1,700064,L2,0.2146547,3.401197382
0,1,964675,L2,0.3044553,3.401197382
1,1,783049,L2,0.2981807,3.401197382
0,1,572187,L2,0.2392506,3.401197382
0,1,3121,L2,0.3435924,3.401197382
0,1,306328,L2,0.7667787,3.401197382
1,1,85913,L2,0.2020131,3.401197382
0,1,544005,L2,0.4725179,3.401197382
0,1,108486,L2,0.6208439,3.401197382
1,1,379265,L2,0.7373457,3.401197382
0,1,648557,L2,0.4988383,3.401197382
0,1,871398,L2,0.9386531,3.401197382
1,1,154393,L2,0.1924691,3.401197382
1,1,717501,L2,1.1402522,3.401197382
0,1,792988,L2,0.3954962,3.401197382
0,1,447513,L2,0.491923,3.401197382
0,1,331100,L2,0.2796283,3.401197382
0,1,15711,L2,0.3026871,3.401197382
0,1,697760,L2,0.8432018,3.401197382
1,1,767065,L2,0.4342668,3.401197382
0,1,886168,L2,0.9960598,3.401197382
0,1,159491,L2,0.4328646,3.401197382
1,1,3121,L2,0.3315808,3.401197382
0,1,69771,L2,0.6672835,3.401197382
1,1,702640,L2,0.3214466,3.401197382
0,1,452163,L2,0.5854249,3.401197382
0,1,187490,L2,0.3849533,3.401197382
0,1,302458,L2,0.2757524,3.401197382
0,0,929015,L2,0.6153829,3.401197382
1,1,901980,L2,0.1503495,3.401197382
0,1,631538,L2,1.1276088,3.401197382
0,1,501349,L2,0.6716189,3.401197382
1,1,147512,L2,0.2777993,3.401197382
0,1,697259,L2,0.7676243,3.401197382
1,1,572187,L2,0.271741,3.401197382
1,1,631538,L2,0.1998353,3.401197382
1,1,697259,L2,0.4131247,3.401197382
0,1,752128,L2,0.5859449,3.401197382
0,1,901980,L2,0.5278835,3.401197382
1,1,183117,L2,0.247771,3.401197382
0,1,843976,L2,1.4752172,3.401197382
1,1,187490,L2,0.2207229,3.401197382
0,1,700064,L2,0.277625,3.401197382
1,1,752128,L2,-0.1689335,3.401197382
0,1,922683,L2,0.4538358,3.401197382
1,1,843976,L2,0.2554739,3.401197382
1,1,159491,L2,0.3280451,3.401197382
1,1,108486,L2,0.318248,3.401197382
1,1,586804,L2,0.3263159,3.401197382
1,1,929015,L2,0.8232312,3.401197382
1,1,617211,L2,0.4277115,3.401197382
0,1,922683,L2,0.291917,4.543294782
1,1,886168,L2,0.4863461,4.543294782
1,1,376188,L2,0.4319783,4.543294782
1,1,901980,L2,0.1818021,4.543294782
0,1,452163,L2,0.4143712,4.543294782
1,1,959490,L2,0.3996715,4.543294782
0,1,216249,L2,0.2302226,4.543294782
1,1,173085,L2,0.184585,4.543294782
1,1,586804,L2,0.4549646,4.543294782
0,1,447513,L2,0.7064336,4.543294782
0,1,774770,L2,0.4348929,4.543294782
0,1,154393,L2,0.2051729,4.543294782
1,1,248930,L2,-1.7212082,4.543294782
0,1,735448,L2,0.2792965,4.543294782
1,1,735448,L2,0.1923725,4.543294782
1,1,331100,L2,0.5204855,4.543294782
1,1,15711,L2,0.2297195,4.543294782
1,1,373596,L2,0.3109971,4.543294782
0,1,15711,L2,0.3350684,4.543294782
1,1,929015,L2,0.3097427,4.543294782
1,1,379265,L2,0.1722809,4.543294782
0,1,998663,L2,0.2418676,4.543294782
0,1,717501,L2,0.2446385,4.543294782
1,1,700064,L2,0.2799105,4.543294782
0,1,964675,L2,0.2796908,4.543294782
1,1,306328,L2,0.3790449,4.543294782
1,1,154393,L2,0.2026848,4.543294782
0,0,187490,L2,0.5540779,4.543294782
0,1,302458,L2,0.3104509,4.543294782
0,1,648557,L2,0.3936801,4.543294782
0,1,159491,L2,0.4068809,4.543294782
0,1,69771,L2,0.0885472,4.543294782
1,1,147512,L2,0.1253912,4.543294782
0,1,376188,L2,-1.683543,4.543294782
0,1,379265,L2,0.297621,4.543294782
1,1,911462,L2,0.5294294,4.543294782
0,1,108486,L2,-1.0976784,4.543294782
1,1,964675,L2,0.2926392,4.543294782
1,1,767065,L2,0.3260346,4.543294782
1,1,783049,L2,0.3706956,4.543294782
1,1,108486,L2,0.2889613,4.543294782
1,1,3121,L2,0.2408249,4.543294782
1,1,572187,L2,0.2305722,4.543294782
1,1,336257,L2,0.357178,4.543294782
1,1,672285,L2,0.3187647,4.543294782
0,1,929015,L2,0.3245489,4.543294782
0,1,871398,L2,0.3192337,4.543294782
0,1,572187,L2,0.2523206,4.543294782
0,0,514305,L2,0.3394756,4.543294782
0,1,959490,L2,0.527596,4.543294782
1,1,514305,L2,0.4005777,4.543294782
0,1,783049,L2,0.6266404,4.543294782
0,1,862825,L2,0.2129614,4.543294782
0,1,607827,L2,0.280072,4.543294782
0,1,373596,L2,0.3321951,4.543294782
0,1,3121,L2,0.3323419,4.543294782
1,1,607827,L2,0.3144615,4.543294782
1,1,717501,L2,0.2210142,4.543294782
1,1,862825,L2,0.0580701,4.543294782
1,1,501349,L2,0.3350825,4.543294782
0,1,917009,L2,0.3632132,4.543294782
1,1,159491,L2,0.292525,4.543294782
0,1,864280,L2,0.3013544,4.543294782
1,0,716031,L2,0.3767834,4.543294782
1,1,302458,L2,0.170612,4.543294782
0,1,790740,L2,0.3744134,4.543294782
1,1,648557,L2,0.3164305,4.543294782
0,1,752128,L2,0.5229743,4.543294782
0,1,886168,L2,0.4967297,4.543294782
0,1,544005,L2,0.2530139,4.543294782
1,1,774770,L2,0.6397767,4.543294782
1,1,447513,L2,0.4025613,4.543294782
1,1,216249,L2,0.2076701,4.543294782
1,1,617211,L2,0.4155978,4.543294782
1,1,922683,L2,0.3864496,4.543294782
1,1,792988,L2,0.3915659,4.543294782
1,1,631538,L2,0.6224098,4.543294782
0,0,702640,L2,0.3544608,4.543294782
1,1,544005,L2,0.2576258,4.543294782
1,1,697760,L2,0.5063351,4.543294782
1,1,864280,L2,0.3544761,4.543294782
1,1,871398,L2,0.2445196,4.543294782
0,1,331100,L2,0.2637774,4.543294782
0,1,901980,L2,0.398341,4.543294782
1,1,316397,L2,0.253872,4.543294782
0,1,248930,L2,-1.7349687,4.543294782
0,1,672285,L2,0.3227587,4.543294782
1,1,843976,L2,0.3226266,4.543294782
1,1,69771,L2,0.1214262,4.543294782
0,1,767065,L2,0.512365,4.543294782
0,1,173085,L2,0.2553946,4.543294782
0,1,617211,L2,0.6492187,4.543294782
0,1,147512,L2,0.3692448,4.543294782
1,1,752128,L2,0.3273837,4.543294782
1,0,187490,L2,0.288408,4.543294782
0,1,792988,L2,0.4158102,4.543294782
0,1,306328,L2,0.362354,4.543294782
1,1,697259,L2,0.503963,4.543294782
1,1,452163,L2,0.3248422,4.543294782
0,1,316397,L2,0.3151804,4.543294782
0,1,251621,L2,0.3464736,4.543294782
1,1,998663,L2,0.0562591,4.543294782
1,1,251621,L2,0.4896967,4.543294782
1,1,85913,L2,0.3187615,4.543294782
0,1,183117,L2,0.3686024,4.543294782
1,1,183117,L2,0.1868131,4.543294782
1,1,702640,L2,0.4311626,4.543294782
0,1,631538,L2,0.5265685,4.543294782
1,1,790740,L2,0.3366181,4.543294782
0,1,501349,L2,0.6017816,4.543294782
0,1,700064,L2,0.2780076,4.543294782
1,1,917009,L2,0.1877768,4.543294782
0,1,154393,L2,0.2963736,4.543294782
0,1,929015,L2,0.3986967,4.543294782
1,1,702640,L2,0.3664179,4.543294782
0,1,717501,L2,0.6102828,4.543294782
1,1,159491,L2,0.1361865,4.543294782
1,1,672285,L2,0.2996175,4.543294782
1,1,572187,L2,0.043952,4.543294782
0,1,648557,L2,0.3265772,4.543294782
0,1,452163,L2,0.3521664,4.543294782
1,1,108486,L2,0.635809,4.543294782
1,1,69771,L2,-0.2667276,4.543294782
0,1,373596,L2,0.3215086,4.543294782
0,0,631538,L2,0.3066778,4.543294782
1,1,376188,L2,0.2893923,4.543294782
1,1,886168,L2,0.3602818,4.543294782
1,1,964675,L2,0.232687,4.543294782
1,1,790740,L2,0.253628,4.543294782
0,1,922683,L2,0.2602985,4.543294782
1,1,544005,L2,0.2323642,4.543294782
0,1,15711,L2,0.4001355,4.543294782
1,1,901980,L2,0.0996487,4.543294782
0,1,108486,L2,0.5849946,4.543294782
1,0,187490,L2,0.2731851,4.543294782
0,1,735448,L2,0.4530607,4.543294782
0,1,672285,L2,-0.6968404,4.543294782
0,1,964675,L2,0.3686192,4.543294782
1,1,929015,L2,0.2766133,4.543294782
0,1,767065,L2,0.4005497,4.543294782
0,1,216249,L2,0.4614547,4.543294782
0,1,376188,L2,-1.3873476,4.543294782
0,1,3121,L2,0.3765779,4.543294782
1,1,302458,L2,0.3174797,4.543294782
0,1,871398,L2,0.4406607,4.543294782
1,1,183117,L2,0.3555086,4.543294782
0,1,302458,L2,0.4442276,4.543294782
1,1,735448,L2,0.3302628,4.543294782
1,1,331100,L2,0.2476816,4.543294782
0,1,790740,L2,0.2914873,4.543294782
0,1,183117,L2,0.4003796,4.543294782
0,1,959490,L2,0.306322,4.543294782
1,1,154393,L2,0.2426575,4.543294782
1,1,251621,L2,0.4324524,4.543294782
0,1,159491,L2,0.2792566,4.543294782
0,1,331100,L2,0.3747358,4.543294782
0,0,316397,L2,0.426777,4.543294782
0,1,774770,L2,0.3990058,4.543294782
1,1,697259,L2,0.2959135,4.543294782
1,0,697760,L2,0.511869,4.543294782
0,0,752128,L2,0.4371901,4.543294782
1,1,959490,L2,0.3976019,4.543294782
0,1,544005,L2,0.6019763,4.543294782
1,1,917009,L2,0.37583,4.543294782
0,1,379265,L2,0.3517502,4.543294782
1,1,586804,L2,0.4409549,4.543294782
1,1,700064,L2,0.2078412,4.543294782
1,1,648557,L2,0.5559178,4.543294782
0,1,586804,L2,0.5209825,4.543294782
0,1,306328,L2,0.3241086,4.543294782
1,1,15711,L2,0.3431799,4.543294782
1,1,717501,L2,0.3550222,4.543294782
1,1,617211,L2,0.3509598,4.543294782
1,1,306328,L2,0.3128781,4.543294782
0,1,843976,L2,0.2994885,4.543294782
0,1,173085,L2,0.4030606,4.543294782
0,1,901980,L2,0.3990417,4.543294782
1,1,173085,L2,0.4655598,4.543294782
0,1,783049,L2,0.5135743,4.543294782
0,1,572187,L2,0.2821381,4.543294782
1,1,792988,L2,0.2382429,4.543294782
1,1,752128,L2,0.5642501,4.543294782
1,1,871398,L2,0.4416997,4.543294782
0,1,514305,L2,0.3924675,4.543294782
1,1,373596,L2,0.3155774,4.543294782
1,1,998663,L2,0.2793299,4.543294782
0,1,792988,L2,0.4402953,4.543294782
1,1,911462,L2,-0.2462824,4.543294782
1,1,774770,L2,0.2996053,4.543294782
1,1,452163,L2,0.0273709,4.543294782
0,1,716031,L2,0.5649561,4.543294782
0,1,700064,L2,0.2784712,4.543294782
0,1,697259,L2,0.240258,4.543294782
1,1,501349,L2,0.365646,4.543294782
1,1,248930,L2,-1.7583582,4.543294782
1,1,3121,L2,0.1384479,4.543294782
1,1,631538,L2,0.3592552,4.543294782
1,1,864280,L2,0.4166187,4.543294782
1,1,607827,L2,0.1456604,4.543294782
0,1,501349,L2,0.4174302,4.543294782
1,1,379265,L2,0.3128383,4.543294782
0,1,917009,L2,0.4420144,4.543294782
0,1,447513,L2,0.4241505,4.543294782
1,1,216249,L2,0.1136011,4.543294782
1,1,85913,L2,0.2717976,4.543294782
0,0,187490,L2,0.2479816,4.543294782
0,1,251621,L2,0.4559153,4.543294782
1,0,316397,L2,0.3790203,4.543294782
0,1,69771,L2,-0.0709263,4.543294782
1,1,783049,L2,0.3193667,4.543294782
0,1,147512,L2,0.538443,4.543294782
1,1,767065,L2,0.2127077,4.543294782
0,1,998663,L2,0.3591368,4.543294782
1,1,147512,L2,0.1498479,4.543294782
0,1,617211,L2,0.3270603,4.543294782
1,1,336257,L2,0.4675992,4.543294782
0,1,886168,L2,-0.5573048,4.543294782
1,1,447513,L2,0.4239623,4.543294782
1,1,922683,L2,0.256398,4.543294782
0,1,85913,L2,0.4290583,4.543294782
0,1,862825,L2,0.2732098,4.543294782
0,0,702640,L2,0.4461203,4.543294782
1,1,843976,L2,0.2354981,4.543294782
1,1,862825,L2,0.1507627,4.543294782
1,1,514305,L2,0.3443133,4.543294782
1,1,187490,L2,0.4336848,4.025351691
1,1,929015,L2,-0.0581374,4.025351691
0,1,3121,L2,0.1984747,4.025351691
1,1,147512,L2,0.2172328,4.025351691
1,1,183117,L2,0.2564003,4.025351691
0,1,702640,L2,0.5090133,4.025351691
0,1,792988,L2,0.7126354,4.025351691
1,1,15711,L2,0.2404963,4.025351691
0,1,607827,L2,0.3326772,4.025351691
1,1,911462,L2,0.2782028,4.025351691
0,1,648557,L2,0.5352862,4.025351691
0,1,752128,L2,0.3627138,4.025351691
0,1,901980,L2,0.3432854,4.025351691
1,1,901980,L2,0.2585403,4.025351691
0,1,697760,L2,0.6384985,4.025351691
0,1,998663,L2,0.3515413,4.025351691
0,1,108486,L2,0.4812138,4.025351691
1,1,331100,L2,0.0769734,4.025351691
1,1,922683,L2,0.2653213,4.025351691
0,1,922683,L2,0.4684263,4.025351691
1,1,735448,L2,0.2861151,4.025351691
1,1,373596,L2,0.1998958,4.025351691
0,1,864280,L2,0.2962226,4.025351691
1,1,871398,L2,0.4972598,4.025351691
0,1,336257,L2,0.6074343,4.025351691
1,1,783049,L2,0.3493975,4.025351691
0,1,544005,L2,0.6519877,4.025351691
1,1,617211,L2,-0.4452375,4.025351691
0,1,672285,L2,0.4640394,4.025351691
1,1,716031,L2,0.6185542,4.025351691
1,1,501349,L2,0.3884291,4.025351691
1,1,864280,L2,0.237055,4.025351691
1,1,159491,L2,0.3383472,4.025351691
0,1,631538,L2,0.2060977,4.025351691
0,1,929015,L2,-0.1046362,4.025351691
1,1,154393,L2,0.2602158,4.025351691
0,1,790740,L2,0.3535097,4.025351691
1,1,586804,L2,0.2683375,4.025351691
1,1,379265,L2,0.3735721,4.025351691
1,1,108486,L2,0.1858874,4.025351691
1,1,69771,L2,0.2395201,4.025351691
0,1,697259,L2,0.4362224,4.025351691
1,1,964675,L2,0.2334597,4.025351691
0,1,514305,L2,0.9028608,4.025351691
0,1,717501,L2,0.2825382,4.025351691
