Pinyin_T,onset,Pinyin,tone,onset.type,syllable,syllable2,syllable3,syllable4,syllable.type,gap_narrow,gap_broad,token frequency,type frequency,Number of gaps,Probability,PND.C_G_V_C,PND.C_G_V_X,NF.C_G_V_C,NF.C_G_V_X
san3,s,san,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,10,1006,1,0.22659962,30,32,24927.53,23796.08
san4,s,san,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,31,1006,1,0.22659962,30,32,24927.53,23796.08
sang1,s,sang,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,7,13,1,0.008085257,25,26,24268.727,22494.625
sang2,s,sang,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,13,1,0.008085257,25,26,24268.727,22494.625
sang3,s,sang,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,2,13,1,0.008085257,25,26,24268.727,22494.625
sang4,s,sang,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,4,13,1,0.008085257,25,26,24268.727,22494.625
sen1,s,sen,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,66,66,3,0.010846724,19,19,63674.941,63674.941
sen2,s,sen,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,66,3,0.010846724,19,19,63674.941,63674.941
sen3,s,sen,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,66,3,0.010846724,19,19,63674.941,63674.941
sen4,s,sen,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,66,3,0.010846724,19,19,63674.941,63674.941
song1,s,song,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,107,183,1,0.05913257,16,17,15973.533,15118.562
song2,s,song,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,183,1,0.05913257,16,17,15973.533,15118.562
song3,s,song,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,4,183,1,0.05913257,16,17,15973.533,15118.562
song4,s,song,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,72,183,1,0.05913257,16,17,15973.533,15118.562
shua1,sh,shua,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,24,28,2,0.004872396,22,20,47692.641,53524.314
shua2,sh,shua,2,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,28,2,0.004872396,22,20,47692.641,53524.314
shua3,sh,shua,3,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,4,28,2,0.004872396,22,20,47692.641,53524.314
shua4,sh,shua,4,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,N,0,28,2,0.004872396,22,20,47692.641,53524.314
shuo1,sh,shuo,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,5806,5820,2,0.369598477,27,25,876551.88,877836.957
shuo2,sh,shuo,2,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,5820,2,0.369598477,27,25,876551.88,877836.957
shuo3,sh,shuo,3,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,5820,2,0.369598477,27,25,876551.88,877836.957
shuo4,sh,shuo,4,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,14,5820,2,0.369598477,27,25,876551.88,877836.957
shuai1,sh,shuai,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,16,32,1,0.010979487,24,19,26928.444,10677.769
shuai2,sh,shuai,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,32,1,0.010979487,24,19,26928.444,10677.769
shuai3,sh,shuai,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,4,32,1,0.010979487,24,19,26928.444,10677.769
shuai4,sh,shuai,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,12,32,1,0.010979487,24,19,26928.444,10677.769
shui1,sh,shui,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,639,2,0.135325165,37,27,88544.871,105849.7
shui2,sh,shui,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,N,0,639,2,0.135325165,37,27,88544.871,105849.7
shui3,sh,shui,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,449,639,2,0.135325165,37,27,88544.871,105849.7
shui4,sh,shui,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,190,639,2,0.135325165,37,27,88544.871,105849.7
shuan1,sh,shuan,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,0,4,0.000517775,33,33,25072.703,24640.811
shuan2,sh,shuan,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,0,4,0.000517775,33,33,25072.703,24640.811
shuan3,sh,shuan,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,0,4,0.000517775,33,33,25072.703,24640.811
shuan4,sh,shuan,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,0,4,0.000517775,33,33,25072.703,24640.811
shuang1,sh,shuang,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,49,84,2,0.03494318,24,24,49522.63333,49633.4697
shuang2,sh,shuang,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,84,2,0.03494318,24,24,49522.63333,49633.4697
shuang3,sh,shuang,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,35,84,2,0.03494318,24,24,49522.63333,49633.4697
shuang4,sh,shuang,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,84,2,0.03494318,24,24,49522.63333,49633.4697
shun1,sh,shun,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,98,3,0,27,25,33874.682,34260.8
shun2,sh,shun,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,98,3,0,27,25,33874.682,34260.8
shun3,sh,shun,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,98,3,0,27,25,33874.682,34260.8
shun4,sh,shun,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,98,98,3,0,27,25,33874.682,34260.8
sha1,sh,sha,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,117,138,1,0.05266702,33,31,270131.91,282249.818
sha2,sh,sha,2,voiceless,CV,CV,CV,CV/CGV,open,Y,N,0,138,1,0.05266702,33,31,270131.91,282249.818
sha3,sh,sha,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,8,138,1,0.05266702,33,31,270131.91,282249.818
sha4,sh,sha,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,13,138,1,0.05266702,33,31,270131.91,282249.818
she1,sh,she,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,3,2792,0,0.433961903,26,21,251019.03,307776.314
she2,sh,she,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,2110,2792,0,0.433961903,26,21,251019.03,307776.314
she3,sh,she,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,18,2792,0,0.433961903,26,21,251019.03,307776.314
she4,sh,she,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,661,2792,0,0.433961903,26,21,251019.03,307776.314
shi1,sh,shi,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,673,35222,0,4.055373788,23,16,35624.2,40540.92063
shi2,sh,shi,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,6395,35222,0,4.055373788,23,16,35624.2,40540.92063
shi3,sh,shi,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,520,35222,0,4.055373788,23,16,35624.2,40540.92063
shi4,sh,shi,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,27634,35222,0,4.055373788,23,16,35624.2,40540.92063
shu1,sh,shu,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,641,1182,0,0.456797112,41,34,127680.769,141350.136
shu2,sh,shu,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,12,1182,0,0.456797112,41,34,127680.769,141350.136
shu3,sh,shu,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,225,1182,0,0.456797112,41,34,127680.769,141350.136
shu4,sh,shu,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,304,1182,0,0.456797112,41,34,127680.769,141350.136
shai1,sh,shai,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,4,18,2,0.004022714,26,24,132694.792,94509.071
shai2,sh,shai,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,18,2,0.004022714,26,24,132694.792,94509.071
shai3,sh,shai,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,18,2,0.004022714,26,24,132694.792,94509.071
shai4,sh,shai,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,14,18,2,0.004022714,26,24,132694.792,94509.071
shao1,sh,shao,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,87,774,1,0.152438296,27,25,91952.2,69991.409
shao2,sh,shao,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,774,1,0.152438296,27,25,91952.2,69991.409
shao3,sh,shao,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,603,774,1,0.152438296,27,25,91952.2,69991.409
shao4,sh,shao,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,84,774,1,0.152438296,27,25,91952.2,69991.409
shei1,sh,shei,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,161,3,0.022728999,20,14,119177.889,69786.083
shei2,sh,shei,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,161,161,3,0.022728999,20,14,119177.889,69786.083
shei3,sh,shei,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,161,3,0.022728999,20,14,119177.889,69786.083
shei4,sh,shei,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,161,3,0.022728999,20,14,119177.889,69786.083
shou1,sh,shou,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,131,973,0,0.400771193,29,22,186935.25,148158.4118
shou2,sh,shou,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,91,973,0,0.400771193,29,22,186935.25,148158.4118
shou3,sh,shou,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,377,973,0,0.400771193,29,22,186935.25,148158.4118
shou4,sh,shou,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,374,973,0,0.400771193,29,22,186935.25,148158.4118
shan1,sh,shan,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,588,629,1,0.132125581,33,35,42700.22619,41503.56593
shan2,sh,shan,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,629,1,0.132125581,33,35,42700.22619,41503.56593
shan3,sh,shan,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,6,629,1,0.132125581,33,35,42700.22619,41503.56593
shan4,sh,shan,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,35,629,1,0.132125581,33,35,42700.22619,41503.56593
shang1,sh,shang,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,302,2866,1,0.636863356,33,34,34823.904,33772.333
shang2,sh,shang,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,2866,1,0.636863356,33,34,34823.904,33772.333
shang3,sh,shang,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,17,2866,1,0.636863356,33,34,34823.904,33772.333
shang4,sh,shang,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,2547,2866,1,0.636863356,33,34,34823.904,33772.333
shen1,sh,shen,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,491,683,0,0.30734598,27,25,64910.25735,64906.21569
shen2,sh,shen,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,74,683,0,0.30734598,27,25,64910.25735,64906.21569
shen3,sh,shen,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,29,683,0,0.30734598,27,25,64910.25735,64906.21569
shen4,sh,shen,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,89,683,0,0.30734598,27,25,64910.25735,64906.21569
sheng1,sh,sheng,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,1704,1937,1,0.644112207,28,28,30529.921,30529.921
sheng2,sh,sheng,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,1937,1,0.644112207,28,28,30529.921,30529.921
sheng3,sh,sheng,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,126,1937,1,0.644112207,28,28,30529.921,30529.921
sheng4,sh,sheng,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,107,1937,1,0.644112207,28,28,30529.921,30529.921
tie1,t,tie,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,38,80,2,0.021879316,20,18,122688.375,123230.6429
tie2,t,tie,2,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,80,2,0.021879316,20,18,122688.375,123230.6429
tie3,t,tie,3,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,42,80,2,0.021879316,20,18,122688.375,123230.6429
tie4,t,tie,4,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,N,0,80,2,0.021879316,20,18,122688.375,123230.6429
tuo1,t,tuo,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,250,260,0,0.04687856,26,25,883806.119,885378.8167
tuo2,t,tuo,2,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,5,260,0,0.04687856,26,25,883806.119,885378.8167
tuo3,t,tuo,3,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,3,260,0,0.04687856,26,25,883806.119,885378.8167
tuo4,t,tuo,4,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,2,260,0,0.04687856,26,25,883806.119,885378.8167
tiao1,t,tiao,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,32,629,0,0.09743465,27,23,118910.2,160837.3333
tiao2,t,tiao,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,501,629,0,0.09743465,27,23,118910.2,160837.3333
tiao3,t,tiao,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,12,629,0,0.09743465,27,23,118910.2,160837.3333
tiao4,t,tiao,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,84,629,0,0.09743465,27,23,118910.2,160837.3333
tui1,t,tui,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,80,243,0,0.086242743,27,21,76595.881,123996.976
tui2,t,tui,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,1,243,0,0.086242743,27,21,76595.881,123996.976
tui3,t,tui,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,3,243,0,0.086242743,27,21,76595.881,123996.976
tui4,t,tui,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,159,243,0,0.086242743,27,21,76595.881,123996.976
tian1,t,tian,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,1314,1402,2,0.267118839,22,20,32979.16667,33637.53571
tian2,t,tian,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,88,1402,2,0.267118839,22,20,32979.16667,33637.53571
tian3,t,tian,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,1402,2,0.267118839,22,20,32979.16667,33637.53571
tian4,t,tian,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,1402,2,0.267118839,22,20,32979.16667,33637.53571
ting1,t,ting,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,757,1077,1,0.141578295,21,19,30192.64583,29722.86667
ting2,t,ting,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,265,1077,1,0.141578295,21,19,30192.64583,29722.86667
ting3,t,ting,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,55,1077,1,0.141578295,21,19,30192.64583,29722.86667
ting4,t,ting,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,1077,1,0.141578295,21,19,30192.64583,29722.86667
tuan1,t,tuan,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,1,141,2,0.062106458,26,24,33173.57778,34097.75
tuan2,t,tuan,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,140,141,2,0.062106458,26,24,33173.57778,34097.75
tuan3,t,tuan,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,141,2,0.062106458,26,24,33173.57778,34097.75
tuan4,t,tuan,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,141,2,0.062106458,26,24,33173.57778,34097.75
tun1,t,tun,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,2,3,2,0,19,18,10603.882,10358.562
tun2,t,tun,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,3,2,0,19,18,10603.882,10358.562
tun3,t,tun,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,3,2,0,19,18,10603.882,10358.562
tun4,t,tun,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,1,3,2,0,19,18,10603.882,10358.562
ta1,t,ta,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,11088,11129,1,0.822864098,28,27,196467.56,211645.8636
ta2,t,ta,2,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,11129,1,0.822864098,28,27,196467.56,211645.8636
ta3,t,ta,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,14,11129,1,0.822864098,28,27,196467.56,211645.8636
ta4,t,ta,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,27,11129,1,0.822864098,28,27,196467.56,211645.8636
te1,t,te,1,voiceless,CV,CV,CV,CV/CGV,open,Y,N,0,223,3,0.104603844,25,21,229651,270875.3529
te2,t,te,2,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,223,3,0.104603844,25,21,229651,270875.3529
te3,t,te,3,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,223,3,0.104603844,25,21,229651,270875.3529
te4,t,te,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,223,223,3,0.104603844,25,21,229651,270875.3529
ti1,t,ti,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,38,1017,0,0.452389386,32,26,358877.8095,379490.4926
ti2,t,ti,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,645,1017,0,0.452389386,32,26,358877.8095,379490.4926
ti3,t,ti,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,297,1017,0,0.452389386,32,26,358877.8095,379490.4926
ti4,t,ti,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,37,1017,0,0.452389386,32,26,358877.8095,379490.4926
tu1,t,tu,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,12,428,0,0.157111548,35,29,96596.156,100750.045
tu2,t,tu,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,298,428,0,0.157111548,35,29,96596.156,100750.045
tu3,t,tu,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,117,428,0,0.157111548,35,29,96596.156,100750.045
tu4,t,tu,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,1,428,0,0.157111548,35,29,96596.156,100750.045
tai1,t,tai,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,21,3119,1,0.445897283,27,24,107121.8696,403979.0789
tai2,t,tai,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,2069,3119,1,0.445897283,27,24,107121.8696,403979.0789
tai3,t,tai,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,3119,1,0.445897283,27,24,107121.8696,403979.0789
tai4,t,tai,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,1029,3119,1,0.445897283,27,24,107121.8696,403979.0789
tao1,t,tao,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,19,338,0,0.094965261,27,25,88252.458,401031.524
tao2,t,tao,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,167,338,0,0.094965261,27,25,88252.458,401031.524
tao3,t,tao,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,118,338,0,0.094965261,27,25,88252.458,401031.524
tao4,t,tao,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,34,338,0,0.094965261,27,25,88252.458,401031.524
tou1,t,tou,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,63,533,1,0.184354483,28,24,171014.402,144948.118
tou2,t,tou,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,446,533,1,0.184354483,28,24,171014.402,144948.118
tou3,t,tou,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,533,1,0.184354483,28,24,171014.402,144948.118
tou4,t,tou,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,24,533,1,0.184354483,28,24,171014.402,144948.118
tan1,t,tan,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,51,264,0,0.112702377,32,32,357226.6705,359212.7917
tan2,t,tan,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,134,264,0,0.112702377,32,32,357226.6705,359212.7917
tan3,t,tan,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,42,264,0,0.112702377,32,32,357226.6705,359212.7917
tan4,t,tan,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,37,264,0,0.112702377,32,32,357226.6705,359212.7917
tang1,t,tang,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,6,190,0,0.044687973,27,29,360154.37,361359.02
tang2,t,tang,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,127,190,0,0.044687973,27,29,360154.37,361359.02
tang3,t,tang,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,16,190,0,0.044687973,27,29,360154.37,361359.02
tang4,t,tang,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,41,190,0,0.044687973,27,29,360154.37,361359.02
teng1,t,teng,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,15,3,0.010474988,25,24,22601.08696,22542.08696
teng2,t,teng,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,15,15,3,0.010474988,25,24,22601.08696,22542.08696
teng3,t,teng,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,15,3,0.010474988,25,24,22601.08696,22542.08696
teng4,t,teng,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,15,3,0.010474988,25,24,22601.08696,22542.08696
tong1,t,tong,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,510,1412,0,0.499374156,21,21,20892.544,21584.722
tong2,t,tong,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,627,1412,0,0.499374156,21,21,20892.544,21584.722
tong3,t,tong,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,222,1412,0,0.499374156,21,21,20892.544,21584.722
tong4,t,tong,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,53,1412,0,0.499374156,21,21,20892.544,21584.722
xia1,x,xia,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,17,1632,1,0.302062019,35,32,49152.787,50847.167
xia2,x,xia,2,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,27,1632,1,0.302062019,35,32,49152.787,50847.167
xia3,x,xia,3,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,N,0,1632,1,0.302062019,35,32,49152.787,50847.167
xia4,x,xia,4,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,1588,1632,1,0.302062019,35,32,49152.787,50847.167
xie1,x,xie,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,1720,2175,0,0.331867278,31,27,99280.344,99539.349
xie2,x,xie,2,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,111,2175,0,0.331867278,31,27,99280.344,99539.349
xie3,x,xie,3,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,287,2175,0,0.331867278,31,27,99280.344,99539.349
xie4,x,xie,4,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,57,2175,0,0.331867278,31,27,99280.344,99539.349
xue1,x,xue,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,5,2254,0,0.459319606,19,19,20664.015,20664.015
xue2,x,xue,2,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,2217,2254,0,0.459319606,19,19,20664.015,20664.015
xue3,x,xue,3,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,30,2254,0,0.459319606,19,19,20664.015,20664.015
xue4,x,xue,4,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,2,2254,0,0.459319606,19,19,20664.015,20664.015
xiao1,x,xiao,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,176,3092,1,0.542641566,34,32,171369.3,199714.56
xiao2,x,xiao,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,N,0,3092,1,0.542641566,34,32,171369.3,199714.56
xiao3,x,xiao,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,1636,3092,1,0.542641566,34,32,171369.3,199714.56
xiao4,x,xiao,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,1280,3092,1,0.542641566,34,32,171369.3,199714.56
xiu1,x,xiu,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,361,445,2,0.090530982,28,19,206569.583,372825.26
xiu2,x,xiu,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,445,2,0.090530982,28,19,206569.583,372825.26
xiu3,x,xiu,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,N,0,445,2,0.090530982,28,19,206569.583,372825.26
xiu4,x,xiu,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,84,445,2,0.090530982,28,19,206569.583,372825.26
xian1,x,xian,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,525,3456,0,0.642811131,36,34,51627.4,52728.408
xian2,x,xian,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,77,3456,0,0.642811131,36,34,51627.4,52728.408
xian3,x,xian,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,180,3456,0,0.642811131,36,34,51627.4,52728.408
xian4,x,xian,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,2674,3456,0,0.642811131,36,34,51627.4,52728.408
xiang1,x,xiang,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,446,6319,0,0.791837422,31,29,48798.762,51386.939
xiang2,x,xiang,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,16,6319,0,0.791837422,31,29,48798.762,51386.939
xiang3,x,xiang,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,1907,6319,0,0.791837422,31,29,48798.762,51386.939
xiang4,x,xiang,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,3950,6319,0,0.791837422,31,29,48798.762,51386.939
xing1,x,xing,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,132,1343,0,0.678696927,30,26,68336.867,72998.856
xing2,x,xing,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,687,1343,0,0.678696927,30,26,68336.867,72998.856
