Pinyin_T,onset,Pinyin,tone,onset.type,syllable,syllable2,syllable3,syllable4,syllable.type,gap_narrow,gap_broad,token frequency,type frequency,Number of gaps,Probability,PND.C_G_V_C,PND.C_G_V_X,NF.C_G_V_C,NF.C_G_V_X
dou1,d,dou,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,4426,4451,1,0.298596909,31,23,218676.083,147738.278
dou2,d,dou,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,4451,1,0.298596909,31,23,218676.083,147738.278
dou3,d,dou,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,4,4451,1,0.298596909,31,23,218676.083,147738.278
dou4,d,dou,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,21,4451,1,0.298596909,31,23,218676.083,147738.278
dan1,d,dan,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,397,1201,1,0.377909431,36,37,61188.548,67689.874
dan2,d,dan,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,1201,1,0.377909431,36,37,61188.548,67689.874
dan3,d,dan,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,3,1201,1,0.377909431,36,37,61188.548,67689.874
dan4,d,dan,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,801,1201,1,0.377909431,36,37,61188.548,67689.874
dang1,d,dang,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,1037,1210,1,0.283647813,32,34,63473.286,68995.033
dang2,d,dang,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,1210,1,0.283647813,32,34,63473.286,68995.033
dang3,d,dang,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,151,1210,1,0.283647813,32,34,63473.286,68995.033
dang4,d,dang,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,22,1210,1,0.283647813,32,34,63473.286,68995.033
deng1,d,deng,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,175,664,1,0.203950279,26,26,1700422.435,1700422.435
deng2,d,deng,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,664,1,0.203950279,26,26,1700422.435,1700422.435
deng3,d,deng,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,485,664,1,0.203950279,26,26,1700422.435,1700422.435
deng4,d,deng,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,4,664,1,0.203950279,26,26,1700422.435,1700422.435
dong1,d,dong,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,1385,2107,1,0.391876082,22,21,20581.833,30353.544
dong2,d,dong,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,2107,1,0.391876082,22,21,20581.833,30353.544
dong3,d,dong,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,181,2107,1,0.391876082,22,21,20581.833,30353.544
dong4,d,dong,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,541,2107,1,0.391876082,22,21,20581.833,30353.544
fo1,f,fo,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,3,13,2,0.014484426,26,23,888008.5909,889773.4524
fo2,f,fo,2,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,10,13,2,0.014484426,26,23,888008.5909,889773.4524
fo3,f,fo,3,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,13,2,0.014484426,26,23,888008.5909,889773.4524
fo4,f,fo,4,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,13,2,0.014484426,26,23,888008.5909,889773.4524
fa1,f,fa,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,623,1378,1,0.523789243,32,29,220340.53,228597
fa2,f,fa,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,34,1378,1,0.523789243,32,29,220340.53,228597
fa3,f,fa,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,721,1378,1,0.523789243,32,29,220340.53,228597
fa4,f,fa,4,voiceless,CV,CV,CV,CV/CGV,open,Y,N,0,1378,1,0.523789243,32,29,220340.53,228597
fu1,f,fu,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,46,1555,0,0.547261713,33,28,69778.427,73790.471
fu2,f,fu,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,445,1555,0,0.547261713,33,28,69778.427,73790.471
fu3,f,fu,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,252,1555,0,0.547261713,33,28,69778.427,73790.471
fu4,f,fu,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,812,1555,0,0.547261713,33,28,69778.427,73790.471
fei1,f,fei,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,514,832,0,0.224568348,21,18,51508.762,62720.97
fei2,f,fei,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,20,832,0,0.224568348,21,18,51508.762,62720.97
fei3,f,fei,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,5,832,0,0.224568348,21,18,51508.762,62720.97
fei4,f,fei,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,293,832,0,0.224568348,21,18,51508.762,62720.97
fou1,f,fou,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,19,3,0.046905112,22,18,145124.7,152198.688
fou2,f,fou,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,19,3,0.046905112,22,18,145124.7,152198.688
fou3,f,fou,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,19,19,3,0.046905112,22,18,145124.7,152198.688
fou4,f,fou,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,19,3,0.046905112,22,18,145124.7,152198.688
fan1,f,fan,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,64,1004,0,0.213588861,35,35,27787.735,27787.735
fan2,f,fan,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,104,1004,0,0.213588861,35,35,27787.735,27787.735
fan3,f,fan,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,535,1004,0,0.213588861,35,35,27787.735,27787.735
fan4,f,fan,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,301,1004,0,0.213588861,35,35,27787.735,27787.735
fang1,f,fang,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,1523,2171,0,0.468148335,33,32,25957.72,25910.292
fang2,f,fang,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,268,2171,0,0.468148335,33,32,25957.72,25910.292
fang3,f,fang,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,73,2171,0,0.468148335,33,32,25957.72,25910.292
fang4,f,fang,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,307,2171,0,0.468148335,33,32,25957.72,25910.292
fen1,f,fen,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,537,962,0,0.33721762,22,21,81777.059,81866.392
fen2,f,fen,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,5,962,0,0.33721762,22,21,81777.059,81866.392
fen3,f,fen,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,13,962,0,0.33721762,22,21,81777.059,81866.392
fen4,f,fen,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,407,962,0,0.33721762,22,21,81777.059,81866.392
feng1,f,feng,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,285,370,1,0.131209517,24,24,16406.857,16406.857
feng2,f,feng,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,13,370,1,0.131209517,24,24,16406.857,16406.857
feng3,f,feng,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,370,1,0.131209517,24,24,16406.857,16406.857
feng4,f,feng,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,72,370,1,0.131209517,24,24,16406.857,16406.857
gua1,g,gua,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,69,126,1,0.047781347,20,18,27667.109,31006.367
gua2,g,gua,2,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,126,1,0.047781347,20,18,27667.109,31006.367
gua3,g,gua,3,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,3,126,1,0.047781347,20,18,27667.109,31006.367
gua4,g,gua,4,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,54,126,1,0.047781347,20,18,27667.109,31006.367
guo1,g,guo,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,19,5186,0,0.93665513,32,29,874204.2,876197.728
guo2,g,guo,2,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,1832,5186,0,0.93665513,32,29,874204.2,876197.728
guo3,g,guo,3,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,1091,5186,0,0.93665513,32,29,874204.2,876197.728
guo4,g,guo,4,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,2244,5186,0,0.93665513,32,29,874204.2,876197.728
guai1,g,guai,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,18,289,1,0.020910148,27,22,28157.722,24445.256
guai2,g,guai,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,289,1,0.020910148,27,22,28157.722,24445.256
guai3,g,guai,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,7,289,1,0.020910148,27,22,28157.722,24445.256
guai4,g,guai,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,264,289,1,0.020910148,27,22,28157.722,24445.256
gui1,g,gui,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,206,488,1,0.135617244,33,23,101307.072,139543.633
gui2,g,gui,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,488,1,0.135617244,33,23,101307.072,139543.633
gui3,g,gui,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,28,488,1,0.135617244,33,23,101307.072,139543.633
gui4,g,gui,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,254,488,1,0.135617244,33,23,101307.072,139543.633
guan1,g,guan,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,817,1387,1,0.455695181,35,32,28332.61,28974.921
guan2,g,guan,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,1387,1,0.455695181,35,32,28332.61,28974.921
guan3,g,guan,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,449,1387,1,0.455695181,35,32,28332.61,28974.921
guan4,g,guan,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,121,1387,1,0.455695181,35,32,28332.61,28974.921
guang1,g,guang,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,218,495,1,0.13041294,18,18,15987.067,16579.867
guang2,g,guang,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,495,1,0.13041294,18,18,15987.067,16579.867
guang3,g,guang,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,155,495,1,0.13041294,18,18,15987.067,16579.867
guang4,g,guang,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,122,495,1,0.13041294,18,18,15987.067,16579.867
gun1,g,gun,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,7,3,0,25,23,26055.864,26489.4
gun2,g,gun,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,7,3,0,25,23,26055.864,26489.4
gun3,g,gun,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,7,7,3,0,25,23,26055.864,26489.4
gun4,g,gun,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,7,3,0,25,23,26055.864,26489.4
ga1,g,ga,1,voiceless,CV,CV,CV,CV/CGV,open,Y,N,0,18,2,0.001686088,30,28,228945.58,243647.5238
ga2,g,ga,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,9,18,2,0.001686088,30,28,228945.58,243647.5238
ga3,g,ga,3,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,18,2,0.001686088,30,28,228945.58,243647.5238
ga4,g,ga,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,9,18,2,0.001686088,30,28,228945.58,243647.5238
ge1,g,ge,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,197,662,0,0.89478173,32,24,210779.8238,257020.6339
ge2,g,ge,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,233,662,0,0.89478173,32,24,210779.8238,257020.6339
ge3,g,ge,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,2,662,0,0.89478173,32,24,210779.8238,257020.6339
ge4,g,ge,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,230,662,0,0.89478173,32,24,210779.8238,257020.6339
gu1,g,gu,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,36,424,1,0.225935805,40,33,89093.317,90511.506
gu2,g,gu,2,voiceless,CV,CV,CV,CV/CGV,open,Y,N,0,424,1,0.225935805,40,33,89093.317,90511.506
gu3,g,gu,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,179,424,1,0.225935805,40,33,89093.317,90511.506
gu4,g,gu,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,209,424,1,0.225935805,40,33,89093.317,90511.506
gai1,g,gai,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,969,1863,1,0.207574704,26,25,95182.348,74398.5
gai2,g,gai,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,1863,1,0.207574704,26,25,95182.348,74398.5
gai3,g,gai,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,204,1863,1,0.207574704,26,25,95182.348,74398.5
gai4,g,gai,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,690,1863,1,0.207574704,26,25,95182.348,74398.5
gao1,g,gao,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,710,1005,1,0.260666565,31,29,58312.167,49361.536
gao2,g,gao,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,1005,1,0.260666565,31,29,58312.167,49361.536
gao3,g,gao,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,164,1005,1,0.260666565,31,29,58312.167,49361.536
gao4,g,gao,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,131,1005,1,0.260666565,31,29,58312.167,49361.536
gei1,g,gei,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,583,3,0.083454723,21,16,53581.059,54200
gei2,g,gei,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,583,3,0.083454723,21,16,53581.059,54200
gei3,g,gei,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,583,583,3,0.083454723,21,16,53581.059,54200
gei4,g,gei,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,583,3,0.083454723,21,16,53581.059,54200
gou1,g,gou,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,62,456,1,0.142799713,29,24,153609.33,147550.978
gou2,g,gou,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,456,1,0.142799713,29,24,153609.33,147550.978
gou3,g,gou,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,49,456,1,0.142799713,29,24,153609.33,147550.978
gou4,g,gou,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,345,456,1,0.142799713,29,24,153609.33,147550.978
gan1,g,gan,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,93,1024,1,0.194046171,34,35,25985.042,27389.5
gan2,g,gan,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,1024,1,0.194046171,34,35,25985.042,27389.5
gan3,g,gan,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,780,1024,1,0.194046171,34,35,25985.042,27389.5
gan4,g,gan,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,151,1024,1,0.194046171,34,35,25985.042,27389.5
gang1,g,gang,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,743,884,1,0.071784869,29,30,22244.728,23569.36
gang2,g,gang,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,884,1,0.071784869,29,30,22244.728,23569.36
gang3,g,gang,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,139,884,1,0.071784869,29,30,22244.728,23569.36
gang4,g,gang,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,2,884,1,0.071784869,29,30,22244.728,23569.36
gen1,g,gen,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,2242,2242,3,0.103488636,25,25,146397.833,146397.833
gen2,g,gen,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,2242,3,0.103488636,25,25,146397.833,146397.833
gen3,g,gen,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,2242,3,0.103488636,25,25,146397.833,146397.833
gen4,g,gen,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,2242,3,0.103488636,25,25,146397.833,146397.833
geng1,g,geng,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,24,259,1,0.132125581,26,26,203967.5,203967.5
geng2,g,geng,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,259,1,0.132125581,26,26,203967.5,203967.5
geng3,g,geng,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,2,259,1,0.132125581,26,26,203967.5,203967.5
geng4,g,geng,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,233,259,1,0.132125581,26,26,203967.5,203967.5
gong1,g,gong,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,2449,2566,1,0.70720111,20,21,18049.4,18548.65
gong2,g,gong,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,2566,1,0.70720111,20,21,18049.4,18548.65
gong3,g,gong,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,4,2566,1,0.70720111,20,21,18049.4,18548.65
gong4,g,gong,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,113,2566,1,0.70720111,20,21,18049.4,18548.65
hua1,h,hua,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,275,2912,1,0.512836308,22,20,74282.689,54269.439
hua2,h,hua,2,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,496,2912,1,0.512836308,22,20,74282.689,54269.439
hua3,h,hua,3,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,2912,1,0.512836308,22,20,74282.689,54269.439
hua4,h,hua,4,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,2141,2912,1,0.512836308,22,20,74282.689,54269.439
huo1,h,huo,1,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,N,0,1351,1,0.39831508,28,26,890627.477,881471.626
huo2,h,huo,2,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,323,1351,1,0.39831508,28,26,890627.477,881471.626
huo3,h,huo,3,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,180,1351,1,0.39831508,28,26,890627.477,881471.626
huo4,h,huo,4,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,848,1351,1,0.39831508,28,26,890627.477,881471.626
huai1,h,huai,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,135,2,0.042762912,25,22,49877.306,63733.354
huai2,h,huai,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,50,135,2,0.042762912,25,22,49877.306,63733.354
huai3,h,huai,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,135,2,0.042762912,25,22,49877.306,63733.354
huai4,h,huai,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,85,135,2,0.042762912,25,22,49877.306,63733.354
hui1,h,hui,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,56,6163,0,0.773184242,33,25,72733.826,84401.625
hui2,h,hui,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,819,6163,0,0.773184242,33,25,72733.826,84401.625
hui3,h,hui,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,38,6163,0,0.773184242,33,25,72733.826,84401.625
hui4,h,hui,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,5250,6163,0,0.773184242,33,25,72733.826,84401.625
huan1,h,huan,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,504,954,0,0.177132185,39,34,30629.089,31015.385
huan2,h,huan,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,250,954,0,0.177132185,39,34,30629.089,31015.385
huan3,h,huan,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,4,954,0,0.177132185,39,34,30629.089,31015.385
huan4,h,huan,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,196,954,0,0.177132185,39,34,30629.089,31015.385
huang1,h,huang,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,18,142,0,0.061787827,20,19,38564.5,38126.795
huang2,h,huang,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,99,142,0,0.061787827,20,19,38564.5,38126.795
huang3,h,huang,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,8,142,0,0.061787827,20,19,38564.5,38126.795
huang4,h,huang,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,17,142,0,0.061787827,20,19,38564.5,38126.795
hun1,h,hun,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,231,279,0,0,23,19,91953.368,103294.438
hun2,h,hun,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,17,279,0,0,23,19,91953.368,103294.438
hun3,h,hun,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,3,279,0,0,23,19,91953.368,103294.438
hun4,h,hun,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,28,279,0,0,23,19,91953.368,103294.438
ha1,h,ha,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,27,27,3,0.012532812,29,27,243581.387,306629.762
ha2,h,ha,2,voiceless,CV,CV,CV,CV/CGV,open,Y,N,0,27,3,0.012532812,29,27,243581.387,306629.762
ha3,h,ha,3,voiceless,CV,CV,CV,CV/CGV,open,Y,N,0,27,3,0.012532812,29,27,243581.387,306629.762
ha4,h,ha,4,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,27,3,0.012532812,29,27,243581.387,306629.762
he1,h,he,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,61,530,1,0.340802217,30,22,237792.024,282768.825
he2,h,he,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,464,530,1,0.340802217,30,22,237792.024,282768.825
he3,h,he,3,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,530,1,0.340802217,30,22,237792.024,282768.825
he4,h,he,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,5,530,1,0.340802217,30,22,237792.024,282768.825
hu1,h,hu,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,203,606,0,0.219125072,37,28,132301.047,111021.071
hu2,h,hu,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,117,606,0,0.219125072,37,28,132301.047,111021.071
hu3,h,hu,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,14,606,0,0.219125072,37,28,132301.047,111021.071
hu4,h,hu,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,272,606,0,0.219125072,37,28,132301.047,111021.071
hai1,h,hai,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,1,4502,0,0.360504223,32,28,97398.571,89960.033
hai2,h,hai,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,4167,4502,0,0.360504223,32,28,97398.571,89960.033
hai3,h,hai,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,187,4502,0,0.360504223,32,28,97398.571,89960.033
hai4,h,hai,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,147,4502,0,0.360504223,32,28,97398.571,89960.033
hao1,h,hao,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,4989,1,0.332477987,29,26,35476,38201.905
hao2,h,hao,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,11,4989,1,0.332477987,29,26,35476,38201.905
hao3,h,hao,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,4978,4989,1,0.332477987,29,26,35476,38201.905
hao4,h,hao,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,0,4989,1,0.332477987,29,26,35476,38201.905
hei1,h,hei,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,68,68,3,0.028610393,21,16,164778.275,157754.417
hei2,h,hei,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,68,3,0.028610393,21,16,164778.275,157754.417
hei3,h,hei,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,68,3,0.028610393,21,16,164778.275,157754.417
hei4,h,hei,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,68,3,0.028610393,21,16,164778.275,157754.417
hou1,h,hou,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,8643,1,0.416330998,31,25,158177.205,163850.242
hou2,h,hou,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,3,8643,1,0.416330998,31,25,158177.205,163850.242
hou3,h,hou,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,1,8643,1,0.416330998,31,25,158177.205,163850.242
hou4,h,hou,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,8639,8643,1,0.416330998,31,25,158177.205,163850.242
han1,h,han,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,384,1,0.331973488,34,34,49194.623,66478.623
han2,h,han,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,97,384,1,0.331973488,34,34,49194.623,66478.623
han3,h,han,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,4,384,1,0.331973488,34,34,49194.623,66478.623
han4,h,han,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,283,384,1,0.331973488,34,34,49194.623,66478.623
hang1,h,hang,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,315,3,0.043147924,26,28,25736,39626.583
hang2,h,hang,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,315,315,3,0.043147924,26,28,25736,39626.583
hang3,h,hang,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,315,3,0.043147924,26,28,25736,39626.583
hang4,h,hang,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,315,3,0.043147924,26,28,25736,39626.583
hen1,h,hen,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,5252,1,0.229148666,25,23,55759.083,57100.158
hen2,h,hen,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,4,5252,1,0.229148666,25,23,55759.083,57100.158
hen3,h,hen,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,5237,5252,1,0.229148666,25,23,55759.083,57100.158
hen4,h,hen,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,11,5252,1,0.229148666,25,23,55759.083,57100.158
heng1,h,heng,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,2,232,1,0.025105454,26,25,42691.5,43632.957
