LanguageName,InventoryID,ISO6393,Glottocode,Source,name,isocodes,level,macroarea,latitude,longitude,SegmentN
Pomo,89,pom,sout2982,spa,Southeastern Pomo,pom,language,North America,38.9354,-122.599,38
POMO,518,pom,sout2982,upsid,Southeastern Pomo,pom,language,North America,38.9354,-122.599,32
Popoluca de Sayula,999,pos,sayu1241,ph,Sayula Popoluca,pos,language,North America,17.8606,-94.9531,25
Portuguese,163,por,port1283,spa,Portuguese,por,language,Eurasia,39.91,-8.1,79
Portuguese (Brazilian),2207,por,port1283,uz,Portuguese,por,language,Eurasia,39.91,-8.1,47
Portuguese (European),2206,por,port1283,uz,Portuguese,por,language,Eurasia,39.91,-8.1,47
Poyanáwa,2011,pyn,poya1241,saphon,Poyanáwa,pyn,language,South America,-7.46909,-73.0758,21
Pray,985,prt,phai1238,ph,Prai,prt,language,Eurasia,19.0383,101.218,35
Principense,1454,pre,prin1242,gm,Principense,pre,language,Africa,1.614,7.392,31
Puinave,1935,pui,puin1248,saphon,Puinave,pui,language,South America,3.92974,-67.6886,19
Pulaar,809,fuc,pula1263,aa,Pulaar,fuc,language,Africa,13.8694,-13.4482,38
Pular,810,fuf,pula1262,aa,Pular,fuf,language,Africa,12.1826,-12.7338,38
Pumé,2125,yae,pume1238,saphon,Pumé,yae,language,South America,7.10677,-67.5996,38
Punjabi,175,pan,panj1256,spa,Eastern Panjabi,pan,language,Eurasia,30.0368,75.6702,127
Punjabi,1780,pan,panj1256,ra,Eastern Panjabi,pan,language,Eurasia,30.0368,75.6702,127
Punthamara,2758,xpt,punt1240,er,Punthamara,xpt,dialect,Australia,-27.33,143,21
Purduna,2742,bxn,burd1238,er,Burduna,bxn,language,Australia,-22.9646,114.658,26
Puri,1971,prr,puri1262,saphon,Puri,prr,language,South America,-22.175627,-44.711336,18
Purki,2456,prx,puri1258,ea,Purik-Sham-Nubra,prx,language,Eurasia,34.3386,76.0127,37
Putijarra,2954,mpj,pudi1238,er,Puditara,NA,dialect,Australia,NA,NA,23
Puxi,2298,jih,puxi1242,ea,Puxi,NA,dialect,Eurasia,NA,NA,66
Pwo Karen,1224,pww,pwon1235,ph,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709,52
QAWASQAR,211,alc,qawa1238,upsid,Qawasqar,alc,language,South America,-49.303195,-74.707536,19
Quechua,104,quh,sout2991,spa,South Bolivian Quechua,quh,language,South America,-20.9201,-66.3331,37
QUECHUA,524,quh,sout2991,upsid,South Bolivian Quechua,quh,language,South America,-20.9201,-66.3331,36
Quiche,1154,quc,kich1262,ph,K'iche',quc,language,North America,14.5278,-91.1696,32
QUILEUTE,525,qui,quil1240,upsid,Quileute,qui,language,North America,47.9106,-124.603,37
Rājbanshi,2247,rjs,rajb1243,ea,Rajbanshi,rjs,language,Eurasia,26.521945,88.038582,43
Rama,987,rma,rama1270,ph,Rama,rma,language,North America,11.5007,-83.8571,28
Raβai,1593,nyf,giry1241,gm,Giryama,nyf,language,Africa,-3.30638,39.6648,47
Rembarrnga,2663,rmb,remb1249,er,Rembarrnga,rmb,language,Australia,-12.9608,134.308,28
Remo,1101,bfw,bond1245,ph,Bondo,bfw,language,Eurasia,19.1512,83.8141,109
Remo,1781,bfw,bond1245,ra,Bondo,bfw,language,Eurasia,19.1512,83.8141,109
Rendille,811,rel,rend1243,aa,Rendille,rel,language,Africa,2.27065,37.3608,33
RESIGARO,526,rgr,resi1247,upsid,Resígaro,rgr,language,South America,-2.48139,-71.3578,35
Resígaro,1830,rgr,resi1247,saphon,Resígaro,rgr,language,South America,-2.48139,-71.3578,37
Reunionnais,1564,rcf,reun1238,gm,Réunion Creole French,rcf,language,Africa,-21.1131,55.5321,42
Reyesano,2048,rey,reye1240,saphon,Reyesano,rey,language,South America,-14.8333,-67.0833,22
Reβe,1594,nyf,giry1241,gm,Giryama,nyf,language,Africa,-3.30638,39.6648,47
Rgyalthang Tibetan,2327,khg,kham1282,ea,Khams Tibetan,khg,language,Eurasia,31.9313,91.7062,62
Rigwe,1537,iri,irig1241,gm,Irigwe,iri,language,Africa,9.85197,8.6525,95
Rikbaktsa,1972,rkb,rikb1245,saphon,Rikbaktsa,rkb,language,South America,-11.1887,-58.1942,28
Rimanggudinhma,2895,zmv,mbar1253,er,Rimanggudhinma,zmv,language,Australia,-14.529,143.789,29
Ritharrngu,2979,rit,rita1239,er,Ritarungo,rit,language,Australia,-13.4559,135.259,31
ROMANIAN,527,ron,roma1327,upsid,Romanian,ron,language,Eurasia,46.3913,24.2256,32
Ronga,1546,rng,rong1268,gm,Ronga,rng,language,Africa,-26.7329,32.6167,69
RORO,529,rro,waim1251,upsid,Waima,rro,language,Papunesia,-8.67145,146.544,14
ROTOKAS,528,roo,roto1249,upsid,Rotokas,roo,language,Papunesia,-5.94339,155.154,11
RUKAI,311,dru,ruka1240,upsid,Rukai,dru,language,Papunesia,22.7738,120.844,27
Rumanian,165,ron,roma1327,spa,Romanian,ron,language,Eurasia,46.3913,24.2256,31
Rundi,989,run,rund1242,ph,Rundi,run,language,Africa,-2.94,29.97,29
Runyankore,990,nyn,nyan1307,ph,Nyankole,nyn,language,Africa,-0.46364,30.548,28
Russian,166,rus,russ1263,spa,Russian,rus,language,Eurasia,59,50,80
RUSSIAN,530,rus,russ1263,upsid,Russian,rus,language,Eurasia,59,50,38
RUTUL,531,rut,rutu1240,upsid,Rutul,rut,language,Eurasia,41.6187,47.3244,64
Sa'ban,34,snv,saba1265,spa,Sa'ban,snv,language,Papunesia,3.58723,115.664,46
SA'BAN,551,snv,saba1265,upsid,Sa'ban,snv,language,Papunesia,3.58723,115.664,26
SAAMI,549,sma,sout2674,upsid,South Saami,sma,language,Eurasia,62.8801,13.7006,45
Saanich,996,str,saan1246,ph,Saanich,NA,dialect,North America,NA,NA,40
Sabane,995,sae,saba1268,ph,Sabanê,sae,language,South America,-12.9857,-60.335,18
Sabanê,1997,sae,saba1268,saphon,Sabanê,sae,language,South America,-12.9857,-60.335,16
Sabaot,812,spy,saba1262,aa,Sabaot,spy,language,Africa,1.01297,34.6664,31
Saek,2361,skb,saek1240,ea,Saek,skb,language,Eurasia,17.4558,104.787,44
Sakirabiá,2101,skf,saki1248,saphon,Mekens,skf,language,South America,-13.054,-62.0927,26
Sakirabiá; Mekens,1217,skf,saki1248,ph,Mekens,skf,language,South America,-13.054,-62.0927,35
Salar,2523,slr,sala1264,ea,Salar,slr,language,Eurasia,35.5457,102.819,43
Salasaca Quichua,1146,qxl,sala1272,ph,Tungurahua Highland Quichua,qxl,language,South America,-1.35447,-78.3953,29
Salasca Quechua,2040,qxl,sala1272,saphon,Tungurahua Highland Quichua,qxl,language,South America,-1.35447,-78.3953,26
SALIBA,548,slc,sali1298,upsid,Sáliba,slc,language,South America,5.30115,-69.3843,32
Sáliba,2043,slc,sali1298,saphon,Sáliba,slc,language,South America,5.30115,-69.3843,30
Salish,69,slh,sout2965,spa,Southern Puget Sound Salish,slh,language,North America,47.263,-122.141,43
SAMA,247,bdl,indo1317,upsid,Indonesian Bajau,bdl,language,Papunesia,-3.68664,122.253,32
Samba Leko,992,ndi,samb1305,ph,Samba Leko,ndi,language,Africa,8.19236,11.7366,34
Samo,982,smq,samo1303,ph,Samo,smq,language,Papunesia,-6.15496,142.195,18
Samo de Toma,993,sbd,sout2844,ph,Southern Samo,sbd,language,Africa,12.713,-2.9052,26
Samre,994,sxm,samr1245,ph,Samre of Siem Reap,sxm,language,Eurasia,13.479,103.978,41
San,1360,hgm,haio1238,gm,Hai//om-Akhoe,hgm,language,Africa,-19.7637,17.0299,29
San Bartolomé Zoogocho Zapotec,1059,zpq,zoog1238,ph,Zoogocho Zapotec,zpq,language,North America,17.2016,-96.3433,65
San Martin Quechua,2036,qvs,sanm1289,saphon,San Martín Quechua,qvs,language,South America,-6.9582,-76.6608,18
San Miguel Chimalapa Zoque,1021,zoh,chim1300,ph,Chimalapa Zoque,zoh,language,North America,16.6543,-94.6913,26
Sandawe,1652,sad,sand1273,gm,Sandawe,sad,language,Africa,-5.26918,35.4808,64
SANDAWE,532,sad,sand1273,upsid,Sandawe,sad,language,Africa,-5.26918,35.4808,54
Sangdam Tibetan,2587,khg,kham1282,ea,Khams Tibetan,khg,language,Eurasia,31.9313,91.7062,64
Sango,813,sag,sang1328,aa,Sango,sag,language,Africa,6.78584,20.1702,86
Sango,814,sag,sang1328,aa,Sango,sag,language,Africa,6.78584,20.1702,86
SANGO,533,sag,sang1328,upsid,Sango,sag,language,Africa,6.78584,20.1702,37
Sanömá of Kolulu,2148,xsu,sanu1240,saphon,Sanumá,xsu,language,South America,4.5,-64.5,31
Sanskrit,1782,san,sans1269,ra,Sanskrit,san,language,Eurasia,20,77,45
Santali,2550,sat,sant1410,ea,Santali,sat,language,Eurasia,25.0317,87.8185,103
Santali,1783,sat,sant1410,ra,Santali,sat,language,Eurasia,25.0317,87.8185,103
Santiago del Estero Quechua,2038,qus,sant1432,saphon,Santiago del Estero Quichua,qus,language,South America,-27.821,-63.2466,25
Sanumá,2133,xsu,sanu1240,saphon,Sanumá,xsu,language,South America,4.5,-64.5,24
Sanuma; Sanumá,1236,xsu,sanu1240,ph,Sanumá,xsu,language,South America,4.5,-64.5,24
Saotomense,1566,cri,saot1239,gm,Sãotomense,cri,language,Africa,0.28332,6.61935,32
Sasak,997,sas,sasa1249,ph,Sasak,sas,language,Papunesia,-8.58349,116.284,30
Satawalese,1018,stw,sata1237,ph,Satawalese,stw,language,Papunesia,7.36084,147.038,42
Sateré-Mawé,2102,mav,sate1243,saphon,Sateré-Mawé,mav,language,South America,-3.63897,-56.8749,27
Savara,998,srb,sora1254,ph,Sora,srb,language,Eurasia,19.1213,84.19,30
SAVOSAVO,559,svs,savo1255,upsid,Savosavo,svs,language,Papunesia,-9.12853,159.814,22
Saxwe, Gbe,1492,sxw,saxw1241,gm,Saxwe Gbe,sxw,language,Africa,6.58269,1.92015,38
Saynawa,2012,yaa,yami1256,saphon,Yaminahua,yaa,language,South America,-9.8846,-71.5964,17
SEBEI,428,kpz,kups1238,upsid,Kupsabiny,kpz,language,Africa,1.33197,34.5991,26
Secoya,1000,sey,seco1241,ph,Secoya,sey,language,South America,-0.459785,-75.5547,44
Secoya,2059,sey,seco1241,saphon,Secoya,sey,language,South America,-0.459785,-75.5547,44
Sedang,13,sed,seda1262,spa,Sedang,sed,language,Eurasia,14.7793,108.027,53
SEDANG,535,sed,seda1262,upsid,Sedang,sed,language,Eurasia,14.7793,108.027,55
Sedik,1001,trv,taro1264,ph,Seediq,trv,language,Papunesia,23.9032,121.358,43
Seimat,1002,ssg,seim1238,ph,Seimat,ssg,language,Papunesia,-1.2666667,144.25,28
Selaru,1062,slu,sela1259,ph,Selaru,slu,language,Papunesia,-8.18376,130.961,19
Sele,1330,snw,sele1249,gm,Selee,snw,language,Africa,7.17462,0.42458,33
Selepet,59,spl,sele1250,spa,Selepet,spl,language,Papunesia,-6.03532,147.234,21
SELEPET,554,spl,sele1250,upsid,Selepet,spl,language,Papunesia,-6.03532,147.234,21
SELKUP,538,sel,selk1253,upsid,Selkup,sel,language,Eurasia,59.9409,82.3004,34
Sema,1784,nsm,sumi1235,ra,Sumi Naga,nsm,language,Eurasia,25.9996,94.4235,49
Semelai,1003,sza,seme1247,ph,Semelai,sza,language,Eurasia,2.82799,102.806,51
SENADI,537,sef,ceba1235,upsid,Cebaara Senoufo,sef,language,Africa,9.50768,-6.15264,36
Seneca,76,see,sene1264,spa,Seneca,see,language,North America,42.56,-77.53,27
SENECA,536,see,sene1264,upsid,Seneca,see,language,North America,42.56,-77.53,19
Senoufo,815,seq,sena1262,aa,Senara Sénoufo,seq,language,Africa,10.4987,-5.28216,51
Senoufo-Cebaara,1256,sef,ceba1235,gm,Cebaara Senoufo,sef,language,Africa,9.50768,-6.15264,38
Senoufo, Cebaara,1650,sef,ceba1235,gm,Cebaara Senoufo,sef,language,Africa,9.50768,-6.15264,43
Sentani,52,set,nucl1632,spa,Sentani,set,language,Papunesia,-2.6013,140.512,17
SENTANI,540,set,nucl1632,upsid,Sentani,set,language,Papunesia,-2.6013,140.512,17
Sereer,816,srr,sere1260,aa,Sereer,srr,language,Africa,13.8941,-16.3916,43
Seri,1147,sei,seri1257,ph,Seri,sei,language,North America,28.9877,-112.384,25
Serrano,1004,ser,serr1255,ph,Serrano,ser,language,North America,33.9479,-116.772,42
Sesotho,1017,sot,sout2807,ph,Southern Sotho,sot,language,Africa,-28.78,27.89,46
Shabo,1005,sbf,shab1252,ph,Shabo,sbf,language,Africa,7.64407,35.223,43
Shanenawa,2013,swo,shan1283,saphon,Shanenawa,swo,language,South America,-8.00919,-73.3264,36
Shanenawa,1006,ywn,yawa1260,ph,Yawanawa,ywn,language,South America,-8.87563,-71.8199,36
Shanga,1520,sho,shan1282,gm,Shanga,sho,language,Africa,11.2752,4.41464,37
Shanjo,1328,toi,tong1318,gm,Tonga (Zambia),toi,language,Africa,-17.422325,27.103495,41
Sharanawa,2014,mcd,shar1245,saphon,Sharanahua,mcd,language,South America,-9.8626,-71.1232,23
SHASTA,544,sht,shas1239,upsid,Shasta,sht,language,North America,41.7587,-122.738,21
Shawi,1861,cbt,chay1248,saphon,Shawi,cbt,language,South America,-5.63764,-76.8252,18
Shawnee,1012,sjw,shaw1249,ph,Shawnee,sjw,language,North America,40,-83,19
Shekgalagari,1449,xkv,kgal1244,gm,Kgalagadi,xkv,language,Africa,-24.9208,22.72016,53
Sherbro,1321,bun,sher1258,gm,Sherbro,bun,language,Africa,7.77585,-12.7405,31
Shigatse Tibetan,2558,bod,tibe1272,ea,Tibetan,bod,language,Eurasia,28.3681,90.1872,56
Shilha,123,shi,tach1250,spa,Tachelhit,shi,language,Africa,29.7854,-7.77879,49
SHILHA,542,shi,tach1250,upsid,Tachelhit,shi,language,Africa,29.7854,-7.77879,31
Shilluk,1359,shk,shil1265,gm,Shilluk,shk,language,Africa,9.85472,31.7926,54
Shimakonde,1007,kde,mako1251,ph,Makonde,kde,language,Africa,-10.9906,39.5133,28
Shina,1785,scl,shin1264,ra,Shina,scl,language,Eurasia,34.6515,75.287,48
Shindazidja,1531,zdj,ngaz1238,gm,Ngazidja Comorian,zdj,language,Africa,-11.6129,43.36,48
Shipibo,2015,shp,ship1255,saphon,Shipibo,NA,dialect,South America,NA,NA,24
SHIRIANA,541,xir,xiri1243,upsid,Xiriâna,xir,language,South America,2.69932,-62.5413,25
Shiwilu,1860,jeb,jebe1250,saphon,Jebero,jeb,language,South America,-5.40317,-76.4103,21
Shixing,2539,sxg,shix1238,ea,Shixing,sxg,language,Eurasia,28.3895,100.4,88
Shona,1008,sna,shon1251,ph,Shona,sna,language,Africa,-17.20849,29.75725,42
Shuar,1949,jiv,shua1257,saphon,Shuar,jiv,language,South America,-3.45136,-78.1892,21
Shupamem,1009,bax,bamu1253,ph,Bamun,bax,language,Africa,5.49017,10.8477,38
SHUSWAP,543,shs,shus1248,upsid,Shuswap,shs,language,North America,50.8734,-119.667,44
Siamou,1627,sif,siam1242,gm,Siamou,sif,language,Africa,10.998,-4.92143,41
Siar-Lak,1010,sjr,siar1238,ph,Siar-Lak,sjr,language,Papunesia,-4.62059,152.892,22
Sidaama; Sidamo; Sidamic,1080,sid,sida1246,ph,Sidamo,sid,language,Africa,6.74176,38.3729,35
SIERRA MIWOK,547,skd,sout2985,upsid,Southern Sierra Miwok,skd,language,North America,38.2363,-120.507,21
Silt'i,1414,stv,silt1240,gm,Silt'e,stv,language,Africa,7.77004,38.1449,56
Sindhi,1786,snd,sind1272,ra,Sindhi,snd,language,Eurasia,26,69,235
Sindhi,1148,snd,sind1272,ph,Sindhi,snd,language,Eurasia,26,69,235
Sinhalese,178,sin,sinh1246,spa,Sinhala,sin,language,Eurasia,8,81,53
SINHALESE,545,sin,sinh1246,upsid,Sinhala,sin,language,Eurasia,8,81,36
Siona,2060,snn,sion1247,saphon,Siona-Tetete,snn,language,South America,0.31733,-76.0237,30
SIONA,550,snn,sion1247,upsid,Siona-Tetete,snn,language,South America,0.31733,-76.0237,30
Sipakapense Maya,1156,qum,sipa1247,ph,Sipacapense,qum,language,North America,15.23054,-91.7041,32
Siriano,2061,sri,siri1274,saphon,Siriano,sri,language,South America,0.436515,-70.184,23
Siriono,118,srq,siri1273,spa,Sirionó,srq,language,South America,-15.5298,-63.9688,28
SIRIONO,556,srq,siri1273,upsid,Sirionó,srq,language,South America,-15.5298,-63.9688,28
Sirionó,2116,srq,siri1273,saphon,Sirionó,srq,language,South America,-15.5298,-63.9688,30
Sissala,817,sld,siss1242,aa,Sissala of Burkina Faso,sld,language,Africa,11.0916,-2.38217,93
Sissala,818,sld,siss1242,aa,Sissala of Burkina Faso,sld,language,Africa,11.0916,-2.38217,93
Sisumbwa,1639,suw,sumb1240,gm,Sumbwa,suw,language,Africa,-3.47335,31.9457,32
Siwi,1610,siz,siwi1239,gm,Siwi,siz,language,Africa,29.200415,25.519627,38
Siwu,1320,akp,siwu1238,gm,Siwu,akp,language,Africa,7.23811,0.44362,37
Skou,1013,skv,nucl1634,ph,Skou,skv,language,Papunesia,-2.64378,140.902,23
Slovak,2209,slk,slov1269,uz,Slovak,slk,language,Eurasia,48.545705,18.78479,89
Slovene,1149,slv,slov1268,ph,Slovenian,slv,language,Eurasia,46.2543,14.7766,72
So,1014,thm,aheu1239,ph,Thavung,thm,language,Eurasia,17.7655,104.229,72
Soːra,1787,srb,sora1254,ra,Sora,srb,language,Eurasia,19.1213,84.19,31
Sochiapan Chinantec,1108,cso,soch1239,ph,Sochiapam Chinantec,cso,language,North America,17.7985,-96.6079,39
SOCOTRI,555,sqt,soqo1240,upsid,Soqotri,sqt,language,Eurasia,12.4892,53.9168,34
Soddo,1456,gru,sodd1242,gm,Soddo,NA,dialect,Africa,NA,NA,41
Soghpo Tibetan,2519,khg,kham1282,ea,Khams Tibetan,khg,language,Eurasia,31.9313,91.7062,133
Solon,2292,evn,even1259,ea,Evenki,evn,language,Eurasia,61.972,94.689,25
Somali,127,som,soma1255,spa,Somali,som,language,Africa,4.778704,45.152856,52
SOMALI,552,som,soma1255,upsid,Somali,som,language,Africa,4.778704,45.152856,32
Songhai,149,ses,koyr1242,spa,Koyraboro Senni Songhai,ses,language,Africa,16.9634,-0.55187,48
SONGHAI,539,ses,koyr1242,upsid,Koyraboro Senni Songhai,ses,language,Africa,16.9634,-0.55187,24
Songhay, Koyraboro Senni,1274,ses,koyr1242,gm,Koyraboro Senni Songhai,ses,language,Africa,16.9634,-0.55187,37
songhoy,1257,khq,koyr1240,gm,Koyra Chiini Songhay,khq,language,Africa,16.192,-3.73962,43
Songhoy,819,khq,koyr1240,aa,Koyra Chiini Songhay,khq,language,Africa,16.192,-3.73962,36
Soninke,820,snk,soni1259,aa,Soninke,snk,language,Africa,13.1273,-11.7178,39
soninke (kaedi (MRT)),1273,snk,soni1259,gm,Soninke,snk,language,Africa,13.1273,-11.7178,50
Soo,1476,teu,sooo1256,gm,Soo,teu,language,Africa,2.58367,34.7595,28
Sooninke,821,snk,soni1259,aa,Soninke,snk,language,Africa,13.1273,-11.7178,52
Soso,822,sus,susu1250,aa,Susu,sus,language,Africa,10.4046,-13.3628,35
South Efate,1015,erk,sout2856,ph,South Efate,erk,language,Papunesia,-17.7006,168.377,20
Southeastern Pashayi,2227,psi,sout2672,uz,Southeast Pashayi,psi,language,Eurasia,34.43099,70.30351,40
Southern Balochi,2545,bcc,sout2642,ea,Southern Balochi,bcc,language,Eurasia,26,64,32
Southern Cuona,2379,dzl,dzal1238,ea,Dzalakha,dzl,language,Eurasia,27.7855,91.374,59
SOUTHERN KIWAI,411,kjd,sout2949,upsid,Southern Kiwai,kjd,language,Papunesia,-8.64889,143.244,19
SOUTHERN NAMBIQUARA,480,nab,sout2994,upsid,Southern Nambikuára,nab,language,South America,-14.3707,-59.5187,43
Southern Nuautl,1061,nxl,sout2895,ph,South Nuaulu,nxl,language,Papunesia,-3.23411,129.148,17
Southern Paakintyi,2876,drl,darl1243,er,Paakantyi,drl,language,Australia,-32.7021,142.695,26
Southern Sama,1667,ssb,sout2918,gm,Southern Sama,ssb,language,Papunesia,4.755836,119.483887,23
Southern Ute; Ute; Ute-Southern Paiute,1084,ute,utes1238,ph,Ute-Southern Paiute,ute,language,North America,40.0965,-110.305,37
Spanish,164,spa,stan1288,spa,Spanish,spa,language,Eurasia,40.4414,-1.11788,133
Spanish,2210,spa,stan1288,uz,Spanish,spa,language,Eurasia,40.4414,-1.11788,133
SPANISH,553,spa,stan1288,upsid,Spanish,spa,language,Eurasia,40.4414,-1.11788,25
Spiti Tibetan,2369,spt,spit1240,ea,Spiti Bhoti,spt,language,Eurasia,32.526,77.833,40
Spokan,1016,spo,spok1245,ph,Spokane,spo,language,North America,47.9087,-118.062,43
Squamish,68,squ,squa1248,spa,Squamish,squ,language,North America,49.3231,-123.014,37
SRE,425,kpm,koho1244,upsid,Koho,kpm,language,Eurasia,11.6444,108.057,37
Standard Chinese; Mandarin,1047,cmn,mand1415,ph,Mandarin Chinese,cmn,language,Eurasia,40.0209,116.228,49
Standard Malay,2223,zsm,stan1306,uz,Standard Malay,zsm,language,Eurasia,3.08896,101.699,30
Standard Yiddish,1049,ydd,east2295,ph,Eastern Yiddish,ydd,language,Eurasia,51.75,19.42,47
Subiya,1202,sbs,subi1246,ph,Subiya,sbs,language,Africa,-17.5696,24.8867,51
SUENA,558,sue,suen1241,upsid,Suena,sue,language,Papunesia,-7.76339,147.534,18
Sui,2605,swi,suii1243,ea,Sui,swi,language,Eurasia,24.0488,106.563,61
SUI,560,swi,suii1243,upsid,Sui,swi,language,Eurasia,24.0488,106.563,54
Sukuma,1568,suk,suku1261,gm,Sukuma,suk,language,Africa,-3.16082,32.8765,57
Sumi,2211,nsm,sumi1235,uz,Sumi Naga,nsm,language,Eurasia,25.9996,94.4235,41
Sumo,1019,ulw,ulwa1239,ph,Ulwa,ulw,language,North America,12.932292,-83.581467,28
Sundanese,35,sun,sund1252,spa,Sundanese,sun,language,Papunesia,-6.89708,107.106,26
Suri,1209,suq,suri1267,ph,Tirma-Chai,suq,language,Africa,6.03205,35.0823,31
Sursurunga,1174,sgz,surs1246,ph,Sursurunga,sgz,language,Papunesia,-3.99078,152.768,21
Suruahá,1850,swx,suru1263,saphon,Suruahá,swx,language,South America,-6.82525,-66.3146,23
Suruí,2103,sru,suru1262,saphon,Suruí,sru,language,South America,-11.0989,-61.2818,29
Suyá,1973,suy,suya1243,saphon,Suyá,suy,language,South America,-11.5178,-53.0743,28
Swahili,823,swh,swah1253,aa,Swahili,swh,language,Africa,-8.25605,37.624,73
Swahili,145,swh,swah1253,spa,Swahili,swh,language,Africa,-8.25605,37.624,73
Swedish,1150,swe,swed1254,ph,Swedish,swe,language,Eurasia,59.800634,17.389526,70
Swiss German,2185,gsw,swis1247,uz,Central Alemannic,gsw,language,Eurasia,47.0516,8.46419,56
Syan,1370,say,saya1246,gm,Saya,say,language,Africa,9.69441,9.71748,54
Taba,1151,mky,east2440,ph,East Makian,mky,language,Papunesia,0.07337,127.423,37
TABI,564,tbi,gaam1241,upsid,Gaam,tbi,language,Africa,11.4674,33.9797,33
Tableland Lamalama,3020,lby,lamu1254,er,Lamalama,lby,language,Australia,-14.559,143.977,29
Tacana,2049,tna,taca1256,saphon,Tacana,tna,language,South America,-13.39249,-68.04056,22
TACANA,583,tna,taca1256,upsid,Tacana,tna,language,South America,-13.39249,-68.04056,22
Tachelhit,1648,shi,tach1250,gm,Tachelhit,shi,language,Africa,29.7854,-7.77879,37
Tadaksahak,1372,dsq,tada1238,gm,Tadaksahak,dsq,language,Africa,16.685,2.32653,70
Tagalog,2513,tgl,taga1270,ea,Tagalog,tgl,language,Papunesia,14.06,121.747,78
Tagalog,37,tgl,taga1270,spa,Tagalog,tgl,language,Papunesia,14.06,121.747,78
Tagalog,1666,tgl,taga1270,gm,Tagalog,tgl,language,Papunesia,14.06,121.747,78
TAGALOG,573,tgl,taga1270,upsid,Tagalog,tgl,language,Papunesia,14.06,121.747,23
Tagwana,1041,tgw,tagw1240,ph,Tagwana Senoufo,tgw,language,Africa,8.67053,-5.17372,45
Tai Nuea,2572,tdd,tain1252,ea,Tai Nüa,tdd,language,Eurasia,21.7837,99.722,29
TAISHAN,642,yue,yuec1235,upsid,Yue Chinese,yue,language,Eurasia,23,113,25
Takalak,2879,ikr,ikar1243,er,Ikaranggal,ikr,language,Australia,-15.538,143.349,27
Talasa,1663,tbr,tumt1243,gm,Tumtum,tbr,language,Africa,10.6378,30.4128,55
TAMA,581,tma,tama1331,upsid,Tama (Chad),tma,language,Africa,14.332,21.9951,30
Tamajaq,824,ttq,tawa1286,aa,Tawallammat Tamajaq,ttq,language,Africa,13.9878,4.47692,37
Tamambo; Malo,1051,mla,malo1243,ph,Tamambo,mla,language,Papunesia,-15.6835,167.16,21
TAMANG,561,taj,east2347,upsid,Eastern Tamang,taj,language,Eurasia,27.3239,87.0832,29
Tamasheq,825,taq,tama1365,aa,Tamasheq,taq,language,Africa,14.2038,-2.41269,43
TAMASHEQ,575,thv,taha1241,upsid,Tahaggart Tamahaq,thv,language,Africa,22.5908,8.73169,37
Tamazight Berber,1609,tzm,cent2194,gm,Central Moroccan Berber,tzm,language,Africa,32.7415,-2.40872,39
Tamil,2611,tam,tami1289,ea,Tamil,tam,language,Eurasia,10.520219,78.825989,112
Tamil,1058,tam,tami1289,ph,Tamil,tam,language,Eurasia,10.520219,78.825989,112
Tamil,1788,tam,tami1289,ra,Tamil,tam,language,Eurasia,10.520219,78.825989,112
TAMPULMA,586,tpm,tamp1252,upsid,Tampulma,tpm,language,Africa,9.75577,-1.35467,33
Tanacross,1168,tcb,tana1290,ph,Tanacross,tcb,language,North America,63.4046,-143.338,54
Tangale,1567,tan,nucl1696,gm,Tangale,tan,language,Africa,9.75444,11.3228,60
Tangkul Naga,1789,nmf,tang1336,ra,East-Central Tangkhul Naga,nmf,language,Eurasia,25.0489,94.3567,40
Tangsa,1790,nst,tase1235,ra,Pangwa Naga,nst,language,Eurasia,27.2572,96.3855,29
Tanimuca-Retuarã,2062,tnc,tani1257,saphon,Tanimuca-Retuarã,tnc,language,South America,-0.59023,-70.3853,21
TAORIPI,589,tqo,toar1246,upsid,Toaripi,tqo,language,Papunesia,-8.07231,146.206,14
Tapayuna,1974,suy,suya1243,saphon,Suyá,suy,language,South America,-11.5178,-53.0743,31
Tapiete,1038,tpj,tapi1253,ph,Tapieté,tpj,language,South America,-21.4169,-62.684,27
Tapieté,2104,tpj,tapi1253,saphon,Tapieté,tpj,language,South America,-21.4169,-62.684,27
Tapirapé,2105,taf,tapi1254,saphon,Tapirapé,taf,language,South America,-10.5373,-50.5438,23
Tarascan,87,tsz,pure1242,spa,Purepecha,tsz,language,North America,19.2467,-101.631,32
TARASCAN,594,tsz,pure1242,upsid,Purepecha,tsz,language,North America,19.2467,-101.631,39
Tariana,1831,tae,tari1256,saphon,Tariana,tae,language,South America,0.440205,-68.9042,38
Tarok,826,yer,taro1263,aa,Tarok,yer,language,Africa,8.98356,10.0288,37
TAROK,631,yer,taro1263,upsid,Tarok,yer,language,Africa,8.98356,10.0288,32
Tashlhiyt Berber,2229,shi,tach1250,uz,Tachelhit,shi,language,Africa,29.7854,-7.77879,74
Tatana''; Tatanaq; Tatana',1066,txx,tata1257,ph,Tatana,txx,language,Papunesia,5.49808,115.553,21
Tatuyo,2063,tav,tatu1247,saphon,Tatuyo,tav,language,South America,0.55582,-70.5327,34
Tatuyo,1040,tav,tatu1247,ph,Tatuyo,tav,language,South America,0.55582,-70.5327,34
Taushiro,1936,trr,taus1253,saphon,Taushiro,trr,language,South America,-3.22497,-75.5603,17
